municipio,bairro,categoria_macro,quantidade
CARIACICA,SAO JOAO BATISTA,objetos,1
CARIACICA,SERRA DO ANIL,patrimonial,1
CARIACICA,SOTEMA,violencia_social,1
CARIACICA,VALE ESPERANCA,objetos,1
CARIACICA,VILA CAPIXABA,digital,1
CARIACICA,VILA PALESTINA,digital,1
CASTELO,BAIXA ITALIA,objetos,1
CASTELO,BAIXA ITALIA,violencia_social,1
CASTELO,BELA VISTA,digital,1
CASTELO,CAMPESTRE,patrimonial,1
CASTELO,CAVA ROXA,violencia_social,1
CASTELO,CORREGO DA PRATA,patrimonial,1
CASTELO,CRIMEIA,patrimonial,1
CASTELO,ESPLANADA,digital,1
CASTELO,ESPLANADA,objetos,1
CASTELO,ESTRELA DO NORTE,digital,1
CASTELO,FORNO GRANDE,patrimonial,1
CASTELO,GARAGE,objetos,1
CASTELO,GARAGE,patrimonial,1
CASTELO,JABUTICABEIRA,patrimonial,1
CASTELO,LIMOEIRO,patrimonial,1
CASTELO,LIMOEIRO,violencia_social,1
CASTELO,MONTE ALVERNE,violencia_social,1
CASTELO,NOSSA SENHORA APARECIDA,digital,1
CASTELO,PATRIMONIO DO OURO,violencia_social,1
CASTELO,SANTA BARBARA,digital,1
CASTELO,SANTA CLARA,digital,1
CASTELO,SANTA JUSTICA,patrimonial,1
CASTELO,SANTA MARIA DE BAIXO,patrimonial,1
CASTELO,SANTO AGOSTINHO,objetos,1
CASTELO,SANTO ANDREZINHO,digital,1
CASTELO,SAO JOSE,objetos,1
CASTELO,SAO JOSE,patrimonial,1
CASTELO,SAO PEDRO,patrimonial,1
CASTELO,UBA,patrimonial,1
CASTELO,VILA BARBOSA,objetos,1
CASTELO,VILA IZABEL,violencia_social,1
CASTELO,VILA NOVA,digital,1
CASTELO,VILA NOVA,violencia_social,1
COLATINA,ACAMPAMENTO,violencia_social,1
COLATINA,ADELIA GIUBERTTI,violencia_social,1
COLATINA,AEROPORTO,digital,1
COLATINA,ANTONIO DAMIANI,digital,1
COLATINA,ANTONIO DAMIANI,objetos,1
COLATINA,ANTONIO DAMIANI,violencia_social,1
COLATINA,AYRTON SENNA,digital,1
COLATINA,AYRTON SENNA,objetos,1
COLATINA,BARRACAO DE BAUNILHA,patrimonial,1
COLATINA,BELA VISTA,digital,1
COLATINA,CACHOEIRA DO OITO,patrimonial,1
COLATINA,CASCATINHAS DO PANCAS,patrimonial,1
COLATINA,COLATINA VELHA,digital,1
COLATINA,CORREGO DANTA,patrimonial,1
COLATINA,CORREGO DE PIABA,patrimonial,1
COLATINA,CORREGO DO OURO I,patrimonial,1
COLATINA,ESPLANADA,violencia_social,1
COLATINA,FAZENDA VITALI,violencia_social,1
COLATINA,FRANCISCO SIMONASSI,digital,1
COLATINA,FRANCISCO SIMONASSI,objetos,1
COLATINA,GRACA ARANHA,patrimonial,1
COLATINA,GRACA ARANHA,violencia_social,1
COLATINA,IPE,patrimonial,1
COLATINA,ITAPINA,digital,1
COLATINA,ITAPINA,objetos,1
COLATINA,ITAPINA,violencia_social,1
COLATINA,JARDIM PLANALTO,digital,1
COLATINA,LACE,objetos,1
COLATINA,LIMAO,patrimonial,1
COLATINA,LUIZ IGLESIAS,digital,1
COLATINA,LUIZ IGLESIAS,violencia_social,1
COLATINA,MACUCO,violencia_social,1
COLATINA,MARIA DAS GRACAS II,digital,1
COLATINA,MARIA ISMENIA,objetos,1
COLATINA,MARIA ISMENIA,violencia_social,1
COLATINA,MARIO GIURIZATO,digital,1
COLATINA,MARISTA,digital,1
COLATINA,MARISTA,violencia_social,1
COLATINA,MARTINELI,objetos,1
COLATINA,MOACYR BROTAS,digital,1
COLATINA,MORADA DO SOL,digital,1
COLATINA,MORADA DO SOL,objetos,1
COLATINA,MORADA DO SOL,violencia_social,1
COLATINA,NOSSA SENHORA DA PENHA,digital,1
COLATINA,OPERARIO,digital,1
COLATINA,OUTRO LOCAL,violencia_social,1
COLATINA,PONTE DO PANCAS,digital,1
COLATINA,PONTE DO PANCAS,violencia_social,1
COLATINA,RIVIERA,digital,1
COLATINA,RIVIERA,violencia_social,1
COLATINA,SAGRADO CORACAO DE JESUS,violencia_social,1
COLATINA,SAN DIEGO,patrimonial,1
COLATINA,SANTA CECILIA,patrimonial,1
COLATINA,SANTA FE,patrimonial,1
COLATINA,SANTA MARGARIDA,patrimonial,1
COLATINA,SANTA MONICA,violencia_social,1
COLATINA,SANTO ANTONIO,digital,1
COLATINA,SAO BRAZ,objetos,1
COLATINA,SAO JOAO GRANDE,patrimonial,1
COLATINA,SAO JOAO PEQUENO,violencia_social,1
COLATINA,SAO MARCOS,digital,1
COLATINA,SAO VICENTE,digital,1
COLATINA,VICENTE SOELA,objetos,1
COLATINA,VILA LENIRA,objetos,1
COLATINA,VILA NOVA,objetos,1
COLATINA,VILA REAL,digital,1
COLATINA,ZONA RURAL,digital,1
CONCEICAO DA BARRA,ANTONIO LOPEZ,digital,1
CONCEICAO DA BARRA,ANTONIO LOPEZ,objetos,1
CONCEICAO DA BARRA,BRACO DO RIO,digital,1
CONCEICAO DA BARRA,BUGIA,patrimonial,1
CONCEICAO DA BARRA,CAMPO VERDE I,patrimonial,1
CONCEICAO DA BARRA,CHACARA DO ATLANTICO,digital,1
CONCEICAO DA BARRA,CHACARA DO ATLANTICO,violencia_social,1
CONCEICAO DA BARRA,COBRAICE,objetos,1
CONCEICAO DA BARRA,CORREGO DAS PALMEIRAS,patrimonial,1
CONCEICAO DA BARRA,ESPERANCA,violencia_social,1
CONCEICAO DA BARRA,FLORESTA,digital,1
CONCEICAO DA BARRA,ITAUNAS,digital,1
CONCEICAO DA BARRA,ITAUNAS,objetos,1
CONCEICAO DA BARRA,MARCILIO DIAS I,digital,1
CONCEICAO DA BARRA,MARCILIO DIAS I,patrimonial,1
CONCEICAO DA BARRA,MARCILIO DIAS I,violencia_social,1
CONCEICAO DA BARRA,MARCILIO DIAS II,violencia_social,1
CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,objetos,1
CONCEICAO DA BARRA,NOVA ESPERANCA,objetos,1
CONCEICAO DA BARRA,OUTRO LOCAL,digital,1
CONCEICAO DA BARRA,OUTRO LOCAL,violencia_social,1
CONCEICAO DA BARRA,QUILOMBO NOVO,digital,1
CONCEICAO DA BARRA,QUILOMBO NOVO,objetos,1
CONCEICAO DA BARRA,SANTA RITA,violencia_social,1
CONCEICAO DA BARRA,SANTANA,objetos,1
CONCEICAO DA BARRA,SANTANA,violencia_social,1
CONCEICAO DA BARRA,SANTO AMARO,patrimonial,1
CONCEICAO DA BARRA,SAO JORGE,violencia_social,1
CONCEICAO DA BARRA,SAO JOSE,patrimonial,1
CONCEICAO DA BARRA,SAYONARA,patrimonial,1
CONCEICAO DA BARRA,URBES,objetos,1
CONCEICAO DA BARRA,URBES,patrimonial,1
CONCEICAO DA BARRA,VILA DOS PESCADORES,objetos,1
CONCEICAO DO CASTELO,ALTO RIBEIRAO DO MEIO,patrimonial,1
CONCEICAO DO CASTELO,BOA ESPERANCA,patrimonial,1
CONCEICAO DO CASTELO,CAMPO VERDE,violencia_social,1
CONCEICAO DO CASTELO,CANTINHO DO CEU,violencia_social,1
CONCEICAO DO CASTELO,CECILIA LARRIEU,violencia_social,1
CONCEICAO DO CASTELO,CENTRO,objetos,1
CONCEICAO DO CASTELO,FORMOSA,patrimonial,1
CONCEICAO DO CASTELO,FORMOSA,violencia_social,1
CONCEICAO DO CASTELO,INDAIA,patrimonial,1
CONCEICAO DO CASTELO,JATOBA,patrimonial,1
CONCEICAO DO CASTELO,JATOBA,violencia_social,1
CONCEICAO DO CASTELO,MAO FORTE QUENTE,patrimonial,1
CONCEICAO DO CASTELO,OUTRO LOCAL,violencia_social,1
CONCEICAO DO CASTELO,PEDRO RIGO,objetos,1
CONCEICAO DO CASTELO,PINDOBAS IV,violencia_social,1
CONCEICAO DO CASTELO,SANTA LUZIA,objetos,1
CONCEICAO DO CASTELO,SANTA LUZIA,patrimonial,1
DIVINO DE SAO LOURENCO,LIMO VERDE,patrimonial,1
DIVINO DE SAO LOURENCO,LIMO VERDE,violencia_social,1
DIVINO DE SAO LOURENCO,PATRIMONIO DA PENHA,violencia_social,1
DOMINGOS MARTINS,ARACE,objetos,1
DOMINGOS MARTINS,BIRIRICAS,patrimonial,1
DOMINGOS MARTINS,FAZENDA DO ESTADO,patrimonial,1
DOMINGOS MARTINS,FAZENDA DO ESTADO,violencia_social,1
DOMINGOS MARTINS,GALO,patrimonial,1
DOMINGOS MARTINS,GOIABEIRA,patrimonial,1
DOMINGOS MARTINS,ISABEL,violencia_social,1
DOMINGOS MARTINS,JARDIM CAMPESTRE,objetos,1
DOMINGOS MARTINS,JARDIM CAMPESTRE,patrimonial,1
DOMINGOS MARTINS,LAJINHA,patrimonial,1
DOMINGOS MARTINS,PARQUE DA MONTANHA,patrimonial,1
DOMINGOS MARTINS,PARQUE DOS NOBRES,patrimonial,1
DOMINGOS MARTINS,PECANHA,violencia_social,1
DOMINGOS MARTINS,PEROBAS,objetos,1
DOMINGOS MARTINS,PEROBAS,patrimonial,1
DOMINGOS MARTINS,PONTO ALTO,objetos,1
DOMINGOS MARTINS,RIBEIRAO CAPIXABA,violencia_social,1
DOMINGOS MARTINS,RIO PONTE,violencia_social,1
DOMINGOS MARTINS,SAO BENTO,objetos,1
DOMINGOS MARTINS,SAO RAFAEL,violencia_social,1
DOMINGOS MARTINS,SOIDO,violencia_social,1
DOMINGOS MARTINS,USINA,objetos,1
DOMINGOS MARTINS,VICTOR,patrimonial,1
DOMINGOS MARTINS,VILA DE SUIDO,objetos,1
DOMINGOS MARTINS,VILA DE SUIDO,patrimonial,1
DOMINGOS MARTINS,VILA VERDE,objetos,1
DOMINGOS MARTINS,VILA VERDE,patrimonial,1
DOMINGOS MARTINS,VIVENDAS DO IMPERADOR,patrimonial,1
DORES DO RIO PRETO,CACHOEIRA ALEGRE,patrimonial,1
DORES DO RIO PRETO,CACHOEIRA ALEGRE,violencia_social,1
DORES DO RIO PRETO,FORQUILHA DO RIO,violencia_social,1
DORES DO RIO PRETO,OUTRO LOCAL,patrimonial,1
DORES DO RIO PRETO,OUTRO LOCAL,violencia_social,1
DORES DO RIO PRETO,PARADA PIMENTEL,patrimonial,1
ECOPORANGA,CENTRO,digital,1
ECOPORANGA,CENTRO,objetos,1
ECOPORANGA,DIVINO ESPIRITO SANTO,patrimonial,1
ECOPORANGA,IMBURANA,violencia_social,1
ECOPORANGA,JOACUBA,patrimonial,1
ECOPORANGA,SANTA LUZIA DO NORTE,patrimonial,1
ECOPORANGA,SANTA TEREZINHA,violencia_social,1
ECOPORANGA,ZONA RURAL,digital,1
ECOPORANGA,ZONA RURAL,patrimonial,1
FUNDAO,BEIRA RIO,patrimonial,1
FUNDAO,CARNEIROS,patrimonial,1
FUNDAO,DIRECAO,patrimonial,1
FUNDAO,ENSEADA DAS GARCAS,violencia_social,1
FUNDAO,MIRANTE DA PRAIA,objetos,1
FUNDAO,MIRANTE DA PRAIA,violencia_social,1
FUNDAO,OZEIAS,objetos,1
FUNDAO,OZEIAS,patrimonial,1
FUNDAO,OZEIAS NETO,objetos,1
FUNDAO,PRAIA GRANDE,digital,1
FUNDAO,RIO PRETO,objetos,1
FUNDAO,RIO PRETO,patrimonial,1
FUNDAO,RIO PRETO,violencia_social,1
FUNDAO,SANTO ANTONIO,objetos,1
GOVERNADOR LINDENBERG,ALTO MOACIR,patrimonial,1
GOVERNADOR LINDENBERG,BARRA DE NOVO BRASIL,digital,1
GOVERNADOR LINDENBERG,CENTRO,digital,1
GOVERNADOR LINDENBERG,CENTRO,violencia_social,1
GOVERNADOR LINDENBERG,CORREGO OURO II,violencia_social,1
GOVERNADOR LINDENBERG,MOACIR AVIDOS,patrimonial,1
GOVERNADOR LINDENBERG,MORADA DO SOL,objetos,1
GOVERNADOR LINDENBERG,MORELLI,objetos,1
GOVERNADOR LINDENBERG,MORELLI,patrimonial,1
GOVERNADOR LINDENBERG,NOVO BASIL,violencia_social,1
GOVERNADOR LINDENBERG,NOVO BRASIL,digital,1
GOVERNADOR LINDENBERG,RIO BONITO,patrimonial,1
GOVERNADOR LINDENBERG,SAO JOAO,patrimonial,1
GOVERNADOR LINDENBERG,SAO JOAO,violencia_social,1
GUACUI,ANTONIO FRANCISCO MOREIRA,patrimonial,1
GUACUI,APARECIDA,patrimonial,1
GUACUI,BAIRRO DO NORTE,objetos,1
GUACUI,BELA VISTA,violencia_social,1
GUACUI,CID MOREIRA,violencia_social,1
GUACUI,EDITH CASTRO,patrimonial,1
GUACUI,EDITH CASTRO,violencia_social,1
GUACUI,MANOEL ALVES SIQUEIRA,patrimonial,1
GUACUI,MORADA DAS PALMEIRAS,violencia_social,1
GUACUI,NOVA GUACUI,patrimonial,1
GUACUI,QUINCAS MACHADO,digital,1
GUACUI,SANTA CECILIA,objetos,1
GUACUI,SANTA CECILIA,violencia_social,1
GUACUI,SAO JOSE,objetos,1
GUACUI,SAO ROMAO,patrimonial,1
GUACUI,TANCREDO NEVES,objetos,1
GUACUI,ZONA RURAL,objetos,1
GUARAPARI,ADALBERTO SIMAO NADER,digital,1
GUARAPARI,AEROPORTO,digital,1
GUARAPARI,AMARELINHO,patrimonial,1
GUARAPARI,AMARELO,violencia_social,1
GUARAPARI,BALNEARIO MEAIPE,digital,1
GUARAPARI,BARRO BRANCO,patrimonial,1
GUARAPARI,BARRO BRANCO,violencia_social,1
GUARAPARI,BELA VISTA,objetos,1
GUARAPARI,BOA VISTA,patrimonial,1
GUARAPARI,BUENOS AIRES,violencia_social,1
GUARAPARI,COROADO,objetos,1
GUARAPARI,ELZA NADER,violencia_social,1
GUARAPARI,IPIRANGA,digital,1
GUARAPARI,JARDIM BOA VISTA,violencia_social,1
GUARAPARI,LAGOA FUNDA,violencia_social,1
GUARAPARI,NOSSA SENHORA DA CONCEICAO,violencia_social,1
GUARAPARI,NOVA GUARAPARI,digital,1
GUARAPARI,OLARIA,digital,1
GUARAPARI,OUTRO LOCAL,digital,1
GUARAPARI,PEROCAO,objetos,1
GUARAPARI,PONTAL DE SANTA MONICA,violencia_social,1
GUARAPARI,PORTAL DE GUARAPARI,objetos,1
GUARAPARI,PORTAL DE GUARAPARI,patrimonial,1
GUARAPARI,PRAIA DO MORRO,digital,1
GUARAPARI,RIO CALCADO,patrimonial,1
GUARAPARI,RIO GRANDE,violencia_social,1
GUARAPARI,SANTA IZABEL,patrimonial,1
GUARAPARI,SANTA MARGARIDA,objetos,1
GUARAPARI,SAO FELIX,patrimonial,1
GUARAPARI,SAO JOAO,objetos,1
GUARAPARI,SAO JOSE,patrimonial,1
GUARAPARI,"SAO JOSE,",violencia_social,1
GUARAPARI,SAO JUDAS TADEU,violencia_social,1
GUARAPARI,SOL NASCENTE,objetos,1
GUARAPARI,TODOS OS SANTOS,violencia_social,1
GUARAPARI,TRES PRAIAS,patrimonial,1
GUARAPARI,TREVO,patrimonial,1
GUARAPARI,UNA,objetos,1
GUARAPARI,VILA GUAIBURA,patrimonial,1
GUARAPARI,ZONA RURAL,objetos,1
IBATIBA,BOA VISTA,patrimonial,1
IBATIBA,BOA VISTA,violencia_social,1
IBATIBA,CARANGOLA,patrimonial,1
IBATIBA,CRICIUMA,objetos,1
IBATIBA,CRICIUMA,patrimonial,1
IBATIBA,FLORESTA I,patrimonial,1
IBATIBA,LACERDA SODRE DE ASSIS,violencia_social,1
IBATIBA,SANTA ISABEL,violencia_social,1
IBATIBA,SANTA MARIA DE BAIXO,patrimonial,1
IBATIBA,SAO JOSE,patrimonial,1
IBATIBA,SONITER,objetos,1
IBATIBA,SONITER,patrimonial,1
IBATIBA,SONITER,violencia_social,1
IBATIBA,TROCATE,violencia_social,1
IBIRACU,BELA VISTA,patrimonial,1
IBIRACU,BELA VISTA,violencia_social,1
IBIRACU,CAMPAGNARO,violencia_social,1
IBIRACU,COHAB,digital,1
IBIRACU,ELIAS BRAGATO,violencia_social,1
IBIRACU,ELIAS BRAGATTO,objetos,1
IBIRACU,ERICINA,objetos,1
IBIRACU,ERICINA,violencia_social,1
IBIRACU,OUTRO LOCAL,objetos,1
IBIRACU,OUTRO LOCAL,violencia_social,1
IBIRACU,PEDRA BRANCA,patrimonial,1
IBIRACU,PEDRO PALACIOS,violencia_social,1
IBIRACU,PENDANGA,objetos,1
IBIRACU,PIABAS,violencia_social,1
IBIRACU,RESIDENCIAL FRANCISCO CAMPAGNARO,patrimonial,1
IBIRACU,RESIDENCIAL FRANCISCO CAMPAGNARO,violencia_social,1
IBIRACU,ZONA RURAL,objetos,1
IBITIRAMA,ANTONIO PEREIRA NETO,violencia_social,1
IBITIRAMA,OUTRO LOCAL,patrimonial,1
IBITIRAMA,PEDRA ROXA,patrimonial,1
IBITIRAMA,PEDRA ROXA,violencia_social,1
IBITIRAMA,SANTA MARTA,patrimonial,1
IBITIRAMA,SAO FRANCISCO,violencia_social,1
IBITIRAMA,ZONA RURAL,objetos,1
IBITIRAMA,ZONA RURAL,violencia_social,1
ICONHA,BOM DESTINO,digital,1
ICONHA,BOM DESTINO,patrimonial,1
ICONHA,CENTRO,objetos,1
ICONHA,DUAS BARRAS,digital,1
ICONHA,GUAXUMA,patrimonial,1
ICONHA,ILHA DO COCO,objetos,1
ICONHA,JARDIM DA ILHA,patrimonial,1
ICONHA,JARDIM JANDYRA,digital,1
ICONHA,JARDIM JANDYRA,objetos,1
ICONHA,MONTE BELO,patrimonial,1
ICONHA,MORADA DO SOL,digital,1
ICONHA,OUTRO LOCAL,objetos,1
ICONHA,SANTA LUZIA,patrimonial,1
ICONHA,SANTA LUZIA,violencia_social,1
IRUPI,AVENTUREIRO,patrimonial,1
IRUPI,BOM DESTINO,patrimonial,1
IRUPI,BURRO FROUXO,objetos,1
IRUPI,CENTRO,objetos,1
IRUPI,JOAO BUTICA,patrimonial,1
IRUPI,LOTEAMENTO WILSON FERNANDES FERREIRA,violencia_social,1
IRUPI,SANTA CLARA,violencia_social,1
IRUPI,SANTA CLARA DE CIMA,objetos,1
IRUPI,SANTA CRUZ,objetos,1
IRUPI,SANTA ROSA,patrimonial,1
IRUPI,SAO JOSE DO SACUI,violencia_social,1
IRUPI,VARGEM ALEGRE,violencia_social,1
IRUPI,ZONA RURAL,digital,1
ITAGUACU,ITACU,violencia_social,1
ITAGUACU,LAJINHA DO LAJE,patrimonial,1
ITAGUACU,LARANJAL,patrimonial,1
ITAGUACU,MATA PAU,violencia_social,1
ITAGUACU,NOVA ITAGUACU,patrimonial,1
ITAGUACU,OTTO LUIZ HOFFMAN,objetos,1
ITAGUACU,OTTO LUIZ HOFFMAN,patrimonial,1
ITAGUACU,PARAJU,patrimonial,1
ITAGUACU,SETE VOLTAS,patrimonial,1
ITAGUACU,SOBREIRO,violencia_social,1
ITAPEMIRIM,BOM SERA,objetos,1
ITAPEMIRIM,BOM SERA,violencia_social,1
ITAPEMIRIM,CORREGO DO OURO,violencia_social,1
ITAPEMIRIM,GOMES,patrimonial,1
ITAPEMIRIM,ILHA DO GATO,patrimonial,1
ITAPEMIRIM,JOACIMA,objetos,1
ITAPEMIRIM,MARAGUA,patrimonial,1
ITAPEMIRIM,MARAGUA,violencia_social,1
ITAPEMIRIM,PALMITAL,violencia_social,1
ITAPEMIRIM,PIABANHA DO NORTE,violencia_social,1
ITAPEMIRIM,RETIRO,violencia_social,1
ITAPEMIRIM,SANTA MARIA DO FRADE,patrimonial,1
ITAPEMIRIM,SAO JOSE DO FRADE,patrimonial,1
ITAPEMIRIM,TAOCA,patrimonial,1
ITAPEMIRIM,ZONA RURAL,objetos,1
ITAPEMIRIM,ZONA RURAL,violencia_social,1
ITARANA,BARRA DO JATIBOCA,objetos,1
ITARANA,BARRA DO JATIBOCA,patrimonial,1
ITARANA,BARRA DO LIMEIRO,violencia_social,1
ITARANA,BARRA ENCOBERTA,violencia_social,1
ITARANA,NITEROI,patrimonial,1
ITARANA,OUTRO LOCAL,patrimonial,1
ITARANA,SANTA TEREZINHA,patrimonial,1
ITARANA,ZONA RURAL,objetos,1
ITARANA,ZONA RURAL,violencia_social,1
IUNA,AGUA SANTA,patrimonial,1
IUNA,BOM SUCESSO,patrimonial,1
IUNA,PITO,objetos,1
IUNA,RIO CLARO,patrimonial,1
IUNA,SAO CRISTOVAO,patrimonial,1
IUNA,SAO JOAO DO PRINCIPE,patrimonial,1
IUNA,SAO JOAO DO PRINCIPE,violencia_social,1
IUNA,TERRA CORRIDA,patrimonial,1
IUNA,TINGUACIBA,violencia_social,1
IUNA,VALE VERDE,patrimonial,1
JAGUARE,BARRA SECA,objetos,1
JAGUARE,BARRA SECA,patrimonial,1
JAGUARE,BARRA SECA VELHA,patrimonial,1
JAGUARE,BARRA SECA VELHA,violencia_social,1
JAGUARE,BOA VISTA,violencia_social,1
JAGUARE,BOA VISTA I,violencia_social,1
JAGUARE,CORREGO CAXIMBAU,patrimonial,1
JAGUARE,CORREGO CAXIMBAU,violencia_social,1
JAGUARE,FATIMA,objetos,1
JAGUARE,FATIMA,patrimonial,1
JAGUARE,JAPIRA,patrimonial,1
JAGUARE,JOAO BOSCO,violencia_social,1
JAGUARE,JUNDIA,patrimonial,1
JAGUARE,LAQUINI,objetos,1
JAGUARE,LAQUINI,patrimonial,1
JAGUARE,LAQUINI,violencia_social,1
JAGUARE,MATA ATLANTICA,violencia_social,1
JAGUARE,NOSSA SENHORA DE FATIMA,patrimonial,1
JAGUARE,NOSSA SENHORA DE FATIMA,violencia_social,1
JAGUARE,NOVA ESPERANCA,patrimonial,1
JAGUARE,NOVO TEMPO,objetos,1
JAGUARE,SAO JOAO DO ESTIVADO,patrimonial,1
JAGUARE,SAO JOAO DO ESTIVADO,violencia_social,1
JAGUARE,SAO ROQUE,objetos,1
JAGUARE,SEAC,patrimonial,1
JAGUARE,VARGEM GRANDE,patrimonial,1
JAGUARE,VARGEM GRANDE,violencia_social,1
JERONIMO MONTEIRO,BARRA LIMPA,patrimonial,1
JERONIMO MONTEIRO,BOA ESPERANCA,objetos,1
JERONIMO MONTEIRO,CAPIXABA,patrimonial,1
JERONIMO MONTEIRO,CAVA ROCHA,patrimonial,1
JERONIMO MONTEIRO,CRISTAL,violencia_social,1
JERONIMO MONTEIRO,OUTRO LOCAL,violencia_social,1
JERONIMO MONTEIRO,PEDREGAL,violencia_social,1
JERONIMO MONTEIRO,SANTA CLARA,violencia_social,1
JERONIMO MONTEIRO,VILA BRITO,violencia_social,1
JERONIMO MONTEIRO,VILA CRUZEIRO,patrimonial,1
JERONIMO MONTEIRO,VISTA LINDA,patrimonial,1
JOAO NEIVA,ACIOLI,patrimonial,1
JOAO NEIVA,BAIRRO DA PENHA,objetos,1
JOAO NEIVA,BAIRRO DA PENHA,violencia_social,1
JOAO NEIVA,CABOCLO BERNARDO,objetos,1
JOAO NEIVA,CARRARETO,violencia_social,1
JOAO NEIVA,CAVALINHO,patrimonial,1
JOAO NEIVA,CRISTAL,violencia_social,1
JOAO NEIVA,CRUBIXA,violencia_social,1
JOAO NEIVA,CRUZEIRO,patrimonial,1
JOAO NEIVA,CRUZEIRO,violencia_social,1
JOAO NEIVA,DEMETRIO RIBEIRO,objetos,1
JOAO NEIVA,PIRAQUEACU,objetos,1
JOAO NEIVA,RIBEIRAO DE CIMA,patrimonial,1
JOAO NEIVA,SANTO AFONSO,patrimonial,1
JOAO NEIVA,SANTO AFONSO,violencia_social,1
JOAO NEIVA,SAO CARLOS II,patrimonial,1
JOAO NEIVA,TRIANGULO,patrimonial,1
LARANJA DA TERRA,BARRA DO TAQUARAL,patrimonial,1
LARANJA DA TERRA,BARRA DO TIMBUVA,patrimonial,1
LARANJA DA TERRA,CENTRO,objetos,1
LARANJA DA TERRA,CINCO PONTOES,patrimonial,1
LARANJA DA TERRA,JOATUBA,patrimonial,1
LARANJA DA TERRA,JOATUBA,violencia_social,1
LARANJA DA TERRA,NITEROI,patrimonial,1
LARANJA DA TERRA,RECANTO DOS POETAS,violencia_social,1
LARANJA DA TERRA,RIBEIRAO,patrimonial,1
LARANJA DA TERRA,ZONA RURAL,objetos,1
LINHARES,BEBEDOURO,digital,1
LINHARES,BREJO GRANDE,violencia_social,1
LINHARES,CHAPADAO DAS PALMINHAS,violencia_social,1
LINHARES,CORREGO JAPIRA,patrimonial,1
LINHARES,DESENGANO,objetos,1
LINHARES,DESENGANO,patrimonial,1
LINHARES,FARIAS,objetos,1
LINHARES,JARDIM LAGUNA,violencia_social,1
LINHARES,LINHARES V,objetos,1
LINHARES,MOBRASA,objetos,1
LINHARES,MOBRASA,violencia_social,1
LINHARES,NOVA BETANIA,violencia_social,1
LINHARES,NOVA BETHANIA,violencia_social,1
LINHARES,NOVA ESPERANÇA,violencia_social,1
LINHARES,OUTRO LOCAL,digital,1
LINHARES,PONTAL DO OURO,patrimonial,1
LINHARES,POVOACAO,objetos,1
LINHARES,POVOACAO,patrimonial,1
LINHARES,RESERVA FLORESTAL DA FAZENDA RIO DOCE,patrimonial,1
LINHARES,RIO DO NORTE,objetos,1
LINHARES,RIO DO NORTE,patrimonial,1
LINHARES,SAO JOSE DE CIMA,patrimonial,1
LINHARES,VILA IZABEL,objetos,1
MANTENOPOLIS,BELA VISTA,digital,1
MANTENOPOLIS,CABECEIRA DO CORREGO MANTENINHA,patrimonial,1
MANTENOPOLIS,CORREGO DOS DEITADOS,patrimonial,1
MANTENOPOLIS,IPIRANGA,objetos,1
MANTENOPOLIS,SANTA LUZIA DE MANTENOPOLIS,digital,1
MANTENOPOLIS,SANTA LUZIA DE MANTENOPOLIS,objetos,1
MANTENOPOLIS,SANTA LUZIA DE MANTENOPOLIS,patrimonial,1
MANTENOPOLIS,SAO GERALDO,digital,1
MANTENOPOLIS,SAO JOSE DE MANTENOPOLIS,objetos,1
MANTENOPOLIS,SAO JOSE DE MANTENOPOLIS,violencia_social,1
MANTENOPOLIS,ZONA RURAL,violencia_social,1
MARATAIZES,ATLANTICO,patrimonial,1
MARATAIZES,BELO HORIZONTE,objetos,1
MARATAIZES,BOA VISTA,violencia_social,1
MARATAIZES,BOA VISTA DO SUL,objetos,1
MARATAIZES,BREJO DOS PATOS,objetos,1
MARATAIZES,BREJO DOS PATOS,violencia_social,1
MARATAIZES,FATIMA,objetos,1
MARATAIZES,FATIMA,patrimonial,1
MARATAIZES,JABOTI,violencia_social,1
MARATAIZES,NOVA CANAA,violencia_social,1
MARATAIZES,NOVA JERUSALEM,patrimonial,1
MARATAIZES,NOVA JERUSALEM,violencia_social,1
MARATAIZES,NOVA MARATAIZES,objetos,1
MARATAIZES,NOVA MARATAIZES,violencia_social,1
MARATAIZES,SACO DOS CACOES,patrimonial,1
MARATAIZES,SANTA TEREZA,objetos,1
MARATAIZES,ZONA RURAL,patrimonial,1
MARECHAL FLORIANO,ALTO MARECHAL,objetos,1
MARECHAL FLORIANO,ALTO MARECHAL,violencia_social,1
MARECHAL FLORIANO,ARAGUAIA,objetos,1
MARECHAL FLORIANO,BATATAL,objetos,1
MARECHAL FLORIANO,BATATAL,patrimonial,1
MARECHAL FLORIANO,BOA ESPERANCA,patrimonial,1
MARECHAL FLORIANO,BOA ESPERANCA,violencia_social,1
MARECHAL FLORIANO,BOM JESUS,patrimonial,1
MARECHAL FLORIANO,JARBINHAS,patrimonial,1
MARECHAL FLORIANO,JARBINHAS,violencia_social,1
MARECHAL FLORIANO,NOVA ALMEIDA,patrimonial,1
MARECHAL FLORIANO,RIO FUNDO,objetos,1
MARECHAL FLORIANO,RIO FUNDO,violencia_social,1
MARECHAL FLORIANO,SANTA MARIA,patrimonial,1
MARECHAL FLORIANO,SUIDO DE BAIXO,violencia_social,1
MARECHAL FLORIANO,VICTOR HUGO,violencia_social,1
MARECHAL FLORIANO,ZONA RURAL,objetos,1
