uf,municipio,bairro,categoria_macro
ES,SERRA,BOA VISTA II,digital
ES,PINHEIROS,VILA NOVA,digital
ES,VITORIA,SANTO ANDRE,digital
ES,VILA VELHA,BALNEARIO PONTA DA FRUTA,digital
ES,ANCHIETA,PONTA DOS CASTELHANOS,digital
ES,SERRA,JACUHY,digital
ES,SERRA,SOLAR DE ANCHIETA,digital
ES,SERRA,RESIDENCIAL JACARAIPE,digital
ES,CARIACICA,CAMPO BELO,digital
ES,VILA VELHA,SANTA MONICA,digital
ES,LINHARES,INTERLAGOS,digital
ES,SERRA,GUARACIABA,digital
ES,SERRA,DIVINOPOLIS,digital
ES,VARGEM ALTA,SOSSEGO,digital
ES,MANTENOPOLIS,CORREGO MANTENINHA,digital
ES,SERRA,JARDIM PRIMAVERA,digital
ES,IRUPI,BAIRRO_NAO_INFORMADO,digital
ES,VILA VELHA,JARDIM GUADALAJARA,digital
ES,SERRA,MARINGA,digital
ES,FUNDAO,PRAIA GRANDE,digital
ES,VITORIA,JOANA DARC,digital
ES,VARGEM ALTA,TAQUARACU,digital
ES,SERRA,JOSE DE ANCHIETA II,digital
ES,VITORIA,PONTAL DE CAMBURI,digital
ES,VITORIA,SANTA TEREZA,digital
ES,CASTELO,VILA BARBOSA,digital
ES,PANCAS,SAO BENTO,digital
ES,COLATINA,SAO BRAZ,digital
ES,COLATINA,MARTINELI,digital
ES,SERRA,LAGOA DE JACARAIPE,digital
ES,SAO MATEUS,LITORANEO,digital
ES,MONTANHA,ALCEBIADES,digital
ES,VARGEM ALTA,BAIRRO_NAO_INFORMADO,digital
ES,CONCEICAO DA BARRA,SANTANA,digital
ES,CARIACICA,VILA INDEPENDENCIA,patrimonial
ES,SERRA,SERRA CENTRO,patrimonial
ES,VITORIA,MARIA ORTIZ,patrimonial
ES,VILA VELHA,ILHA DOS AYRES,patrimonial
ES,PINHEIROS,COLINA,patrimonial
ES,VILA VELHA,VILA NOVA,patrimonial
ES,MARATAIZES,BARRA DE ITAPEMIRIM,patrimonial
ES,SERRA,JARDIM CARAPINA,patrimonial
ES,NOVA VENECIA,BAIRRO_NAO_INFORMADO,patrimonial
ES,VITORIA,MATA DA PRAIA,patrimonial
ES,VILA VELHA,PRAIA DE ITAPARICA,patrimonial
ES,VILA VELHA,RESIDENCIAL COQUEIRAL,patrimonial
ES,VITORIA,PRAIA DO CANTO,patrimonial
ES,VILA VELHA,TERRA VERMELHA,patrimonial
ES,SERRA,CARAPINA I,patrimonial
ES,VILA VELHA,BARRAMARES,patrimonial
ES,VITORIA,CENTRO,patrimonial
ES,VILA VELHA,CENTRO VILA VELHA,patrimonial
ES,SERRA,COLINA DE LARANJEIRAS,patrimonial
ES,CARIACICA,BAIRRO_NAO_INFORMADO,patrimonial
ES,CARIACICA,ROSA DA PENHA,patrimonial
ES,VILA VELHA,PRAIA DA COSTA,patrimonial
ES,LINHARES,FARIAS,patrimonial
ES,MARECHAL FLORIANO,VALE DAS PALMAS,patrimonial
ES,CONCEICAO DA BARRA,BAIRRO_NAO_INFORMADO,patrimonial
ES,SAO MATEUS,BAIRRO_NAO_INFORMADO,patrimonial
ES,VENDA NOVA DO IMIGRANTE,SAO JOAO DE VICOSA,patrimonial
ES,GUACUI,JOREMA,patrimonial
ES,DOMINGOS MARTINS,BAIRRO_NAO_INFORMADO,patrimonial
ES,VITORIA,BAIRRO_NAO_INFORMADO,patrimonial
ES,BOM JESUS DO NORTE,CENTRO,patrimonial
ES,SERRA,BALNEARIO DE CARAPEBUS,patrimonial
ES,VILA VELHA,ITAPOA,patrimonial
ES,SERRA,PLANALTO SERRANO,patrimonial
ES,SERRA,TAQUARA I,patrimonial
ES,ARACRUZ,SAUE,patrimonial
ES,MARATAIZES,CIDADE NOVA,patrimonial
ES,PRESIDENTE KENNEDY,CAMPO NOVO I,patrimonial
ES,CARIACICA,ITACIBA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BAIRRO_NAO_INFORMADO,patrimonial
ES,CARIACICA,NOVO BRASIL,patrimonial
ES,BAIXO GUANDU,SAO JOSE,patrimonial
ES,ANCHIETA,ALVORADA,patrimonial
ES,SERRA,CIVIT I,patrimonial
ES,SERRA,SAO PEDRO,patrimonial
ES,VILA VELHA,BRISAMAR,patrimonial
ES,SERRA,SERRA DOURADA II,patrimonial
ES,GOVERNADOR LINDENBERG,NOVO BRASIL,patrimonial
ES,SERRA,JOSE DE ANCHIETA,patrimonial
ES,CARIACICA,CASTELO BRANCO,patrimonial
ES,GUARAPARI,ITAPEBUSSU,patrimonial
ES,LINHARES,BAIRRO_NAO_INFORMADO,patrimonial
ES,RIO BANANAL,SAO SEBASTIAO,patrimonial
ES,MONTANHA,DECAO,patrimonial
ES,ARACRUZ,PRAIA FORMOSA,patrimonial
ES,CARIACICA,NOVA BRASILIA,patrimonial
ES,ITAPEMIRIM,ITAOCA,patrimonial
ES,GUARAPARI,CENTRO,patrimonial
ES,GUARAPARI,BAIRRO_NAO_INFORMADO,patrimonial
ES,SERRA,NOVA CARAPINA II,patrimonial
ES,GUARAPARI,JABUTI,patrimonial
ES,VIANA,AREINHA,patrimonial
ES,COLATINA,PERPETUO SOCORRO,patrimonial
ES,VILA VELHA,VILA GUARANHUNS,patrimonial
ES,VITORIA,JARDIM DA PENHA,patrimonial
ES,LINHARES,INTERLAGOS,patrimonial
ES,VITORIA,PONTAL DE CAMBURI,patrimonial
ES,ICONHA,BOM DESTINO,patrimonial
ES,VITORIA,UNIVERSITARIO,patrimonial
ES,VITORIA,GRANDE VITORIA,patrimonial
ES,ALEGRE,ANUTIBA,patrimonial
ES,SERRA,BAIRRO_NAO_INFORMADO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,SAO LUIZ GONZAGA,patrimonial
ES,JERONIMO MONTEIRO,PARADA CRISTAL,patrimonial
ES,GUARAPARI,MUQUICABA,patrimonial
ES,ANCHIETA,SIMPATIA,patrimonial
ES,NOVA VENECIA,RUBIA,patrimonial
ES,BARRA DE SAO FRANCISCO,SANTO ANTONIO,patrimonial
ES,SAO ROQUE DO CANAA,SAO ROQUINHO,patrimonial
ES,VIANA,MARCILIO DE NORONHA,patrimonial
ES,AGUIA BRANCA,BAIRRO_NAO_INFORMADO,patrimonial
ES,VILA VELHA,JARDIM GUADALAJARA,patrimonial
ES,CARIACICA,PRESIDENTE MEDICE,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,CENTRO,patrimonial
ES,VILA VELHA,JARDIM GUARANHUNS,patrimonial
ES,LINHARES,PLANALTO,patrimonial
ES,SAO GABRIEL DA PALHA,SANTA HELENA,patrimonial
ES,SAO GABRIEL DA PALHA,JARDIM DE INFANCIA,patrimonial
ES,VITORIA,MARUIPE,patrimonial
ES,CONCEICAO DA BARRA,ITAUNAS,patrimonial
ES,SANTA MARIA DE JETIBA,SAO LUIS,patrimonial
ES,SANTA MARIA DE JETIBA,BAIRRO_NAO_INFORMADO,patrimonial
ES,ITAPEMIRIM,CAMPO ACIMA,patrimonial
ES,VILA VELHA,ALVORADA,patrimonial
ES,GUARAPARI,SAO GABRIEL,patrimonial
ES,ARACRUZ,JARDINS,patrimonial
ES,IRUPI,JOAO BUTICA,patrimonial
ES,LINHARES,JOSE RODRIGUES MACIEL,patrimonial
ES,SERRA,JARDIM LIMOEIRO,patrimonial
ES,CARIACICA,NOVA VALVERDE,patrimonial
ES,VILA VELHA,GLORIA,patrimonial
ES,CARIACICA,CAMPO GRANDE,patrimonial
ES,IBATIBA,NOVO HORIZONTE,patrimonial
ES,VITORIA,MARIO CYPRESTE,patrimonial
ES,LINHARES,BNH,patrimonial
ES,ARACRUZ,BAIRRO_NAO_INFORMADO,patrimonial
ES,CARIACICA,PORTO DE SANTANA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,SAO JOAQUIM,patrimonial
ES,IBATIBA,BAIRRO_NAO_INFORMADO,patrimonial
ES,GUARAPARI,SOL NASCENTE,patrimonial
ES,JERONIMO MONTEIRO,CENTRO,patrimonial
ES,LINHARES,RIO QUARTEL,patrimonial
ES,CARIACICA,NOVA CANAA,patrimonial
ES,VILA VELHA,COQUEIRAL DE ITAPARICA,patrimonial
ES,GUACUI,SAO MIGUEL,patrimonial
ES,VILA VELHA,SAO TORQUATO,patrimonial
ES,VITORIA,SAO CRISTOVAO,patrimonial
ES,SERRA,BAIRRO DAS LARANJEIRAS,patrimonial
ES,VILA VELHA,VALE ENCANTADO,patrimonial
ES,SERRA,VISTA DA SERRA I,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ALTO AMARELO,patrimonial
ES,GUARAPARI,BALNEARIO MEAIPE,patrimonial
ES,GUARAPARI,SANTA MONICA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,JARDIM ITAPEMIRIM,patrimonial
ES,IBIRACU,BAIRRO_NAO_INFORMADO,patrimonial
ES,IBITIRAMA,BAIRRO_NAO_INFORMADO,patrimonial
ES,MARATAIZES,ACAPULCO,patrimonial
ES,VITORIA,SANTO ANTONIO,patrimonial
ES,LINHARES,TRES BARRAS,patrimonial
ES,SERRA,NOVO PORTO CANOA,patrimonial
ES,CARIACICA,PORTO DE CARIACICA,patrimonial
ES,SERRA,FEU ROSA,patrimonial
ES,SERRA,PORTO CANOA,patrimonial
ES,VILA VELHA,JARDIM ASTECA,patrimonial
ES,CARIACICA,NOVA ROSA DA PENHA,patrimonial
ES,CARIACICA,BOA SORTE,patrimonial
ES,ARACRUZ,DECARLI,patrimonial
ES,ARACRUZ,COQUEIRAL,patrimonial
ES,SERRA,VALPARAISO,patrimonial
ES,VILA VELHA,NOVO MEXICO,patrimonial
ES,CARIACICA,VALE DOS REIS,patrimonial
ES,GUARAPARI,JABARAI,patrimonial
ES,GUARAPARI,SETIBA,patrimonial
ES,ALFREDO CHAVES,OURO BRANCO,patrimonial
ES,ALFREDO CHAVES,RIBEIRAO DO CRISTO,patrimonial
ES,PIUMA,CENTRO,patrimonial
ES,PIUMA,MONTE AGHA,patrimonial
ES,SERRA,ESTANCIA MONAZITICA,patrimonial
ES,MUQUI,CENTRO,patrimonial
ES,CARIACICA,NOVO HORIZONTE,patrimonial
ES,VITORIA,SANTA HELENA,patrimonial
ES,VITORIA,DA PENHA,patrimonial
ES,SANTA TERESA,VILA NOVA,patrimonial
ES,IRUPI,BAIRRO_NAO_INFORMADO,patrimonial
ES,MIMOSO DO SUL,FUNIL,patrimonial
ES,SANTA MARIA DE JETIBA,CENTRO,patrimonial
ES,CARIACICA,VASCO DA GAMA,patrimonial
ES,MARECHAL FLORIANO,SUIDO DE BAIXO,patrimonial
ES,SAO MATEUS,AROEIRA,patrimonial
ES,NOVA VENECIA,CENTRO,patrimonial
ES,MONTANHA,CENTRO,patrimonial
ES,VILA VELHA,PRIMEIRO DE MAIO,patrimonial
ES,VILA VELHA,SANTA RITA,patrimonial
ES,CARIACICA,PORTO NOVO,patrimonial
ES,LINHARES,AVISO,patrimonial
ES,LINHARES,JARDIM LAGUNA,patrimonial
ES,BAIXO GUANDU,BAIRRO_NAO_INFORMADO,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO IRMAOS FERNANDES,patrimonial
ES,NOVA VENECIA,SAO CRISTOVAO,patrimonial
ES,COLATINA,CENTRO,patrimonial
ES,VITORIA,DE LOURDES,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,RECANTO,patrimonial
ES,AFONSO CLAUDIO,CENTRO,patrimonial
ES,SOORETAMA,CENTRO,patrimonial
ES,SERRA,JARDIM ATLANTICO,patrimonial
ES,CARIACICA,MARACANA,patrimonial
ES,VILA VELHA,ARIBIRI,patrimonial
ES,COLATINA,SAO VICENTE,patrimonial
ES,BREJETUBA,CENTRO,patrimonial
ES,VITORIA,ENSEADA DO SUA,patrimonial
ES,SERRA,CASCATA,patrimonial
ES,SERRA,MORADA DE LARANJEIRAS,patrimonial
ES,CARIACICA,ALTO LAGE,patrimonial
ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,patrimonial
ES,CASTELO,SANTO AGOSTINHO,patrimonial
ES,CARIACICA,VILA CAPIXABA,patrimonial
ES,GUARAPARI,SAO JUDAS TADEU,patrimonial
ES,VENDA NOVA DO IMIGRANTE,BAIRRO_NAO_INFORMADO,patrimonial
ES,CONCEICAO DA BARRA,PINHEIRO,patrimonial
ES,VITORIA,SANTA MARTHA,patrimonial
ES,PRESIDENTE KENNEDY,BAIRRO_NAO_INFORMADO,patrimonial
ES,CONCEICAO DA BARRA,VILA DOS PESCADORES,patrimonial
ES,VILA VELHA,SAO CONRADO,patrimonial
ES,BOA ESPERANCA,ALVORADA,patrimonial
ES,SERRA,SAO MARCOS II,patrimonial
ES,SERRA,BARCELONA,patrimonial
ES,VITORIA,SANTA LUCIA,patrimonial
ES,PIUMA,PIUMINAS,patrimonial
ES,VILA VELHA,COBILANDIA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,VILA RICA,patrimonial
ES,CARIACICA,SANTA BARBARA,patrimonial
ES,ARACRUZ,BARRA DO RIACHO,patrimonial
ES,VILA VELHA,BOA VISTA I,patrimonial
ES,COLATINA,ESPLANADA,patrimonial
ES,VITORIA,NAZARETH,patrimonial
ES,SAO GABRIEL DA PALHA,BAIRRO_NAO_INFORMADO,patrimonial
ES,SERRA,NOVA ALMEIDA CENTRO,patrimonial
ES,BREJETUBA,SAO DOMINGOS PEQUENO,patrimonial
ES,CARIACICA,SAO BENEDITO,patrimonial
ES,PINHEIROS,CENTRO,patrimonial
ES,SERRA,NOVA CARAPINA I,patrimonial
ES,PIUMA,JARDIM MAILY,patrimonial
ES,SANTA TERESA,SAO JOAO DE PETROPOLIS,patrimonial
ES,ITAPEMIRIM,BREJO GRANDE DO NORTE,patrimonial
ES,BAIXO GUANDU,SAPUCAIA,patrimonial
ES,VENDA NOVA DO IMIGRANTE,ALTO TAPERA,patrimonial
ES,SERRA,VISTA DA SERRA II,patrimonial
ES,COLATINA,COLATINA VELHA,patrimonial
ES,LINHARES,CONCEICAO,patrimonial
ES,CARIACICA,SANTANA,patrimonial
ES,IBATIBA,VILA NOVA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ALTO INDEPENDENCIA,patrimonial
ES,PIUMA,PRAIA DE ACAIACA,patrimonial
ES,CARIACICA,ITANGUA,patrimonial
ES,SERRA,HELIO FERRAZ,patrimonial
ES,SAO GABRIEL DA PALHA,CASTELAN,patrimonial
ES,GUARAPARI,PRAIA DO MORRO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ALTO NOVO PARQUE,patrimonial
ES,NOVA VENECIA,AEROPORTO,patrimonial
ES,CARIACICA,SAO GERALDO,patrimonial
ES,IBATIBA,BOA VISTA,patrimonial
ES,MONTANHA,ANGELA DEPOLLO,patrimonial
ES,PRESIDENTE KENNEDY,JAQUEIRA,patrimonial
ES,PEDRO CANARIO,CENTRO,patrimonial
ES,VILA VELHA,BAIRRO_NAO_INFORMADO,patrimonial
ES,SERRA,NOVO HORIZONTE,patrimonial
ES,SERRA,JOSE DE ANCHIETA III,patrimonial
ES,VILA VELHA,ARACAS,patrimonial
ES,ANCHIETA,MAIMBA,patrimonial
ES,SERRA,VILA NOVA DE COLARES,patrimonial
ES,SERRA,OURIMAR,patrimonial
ES,GUACUI,SAO ROMAO,patrimonial
ES,VITORIA,ANDORINHAS,patrimonial
ES,VITORIA,ITARARE,patrimonial
ES,SERRA,EURICO SALLES,patrimonial
ES,VITORIA,PARQUE MOSCOSO,patrimonial
ES,BARRA DE SAO FRANCISCO,CENTRO,patrimonial
ES,ANCHIETA,BAIXO PONGAL,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO_NAO_INFORMADO,patrimonial
ES,CARIACICA,SAO CONRADO,patrimonial
ES,CARIACICA,ALTO DA BOA VISTA,patrimonial
ES,VILA VELHA,IBES,patrimonial
ES,CONCEICAO DA BARRA,BRACO DO RIO,patrimonial
ES,VILA VELHA,SANTA MONICA,patrimonial
ES,AFONSO CLAUDIO,VARGEDO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,AMARAL,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BOA VISTA,patrimonial
ES,COLATINA,VILA AMELIA,patrimonial
ES,SAO GABRIEL DA PALHA,ASA BRANCA,patrimonial
ES,CARIACICA,RIO MARINHO,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,AGOSTINHO SIMONATO,patrimonial
ES,SERRA,BAIRRO DE FATIMA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,CORONEL BORGES,patrimonial
ES,SERRA,PARQUE RESIDENCIAL MESTRE ALVARO,patrimonial
ES,BAIXO GUANDU,VILA KENNEDY,patrimonial
ES,IUNA,SERRINHA,patrimonial
ES,VILA VELHA,CIDADE DA BARRA,patrimonial
ES,DOMINGOS MARTINS,CRISTO REI,patrimonial
ES,MARECHAL FLORIANO,CENTRO,patrimonial
ES,VILA VELHA,PRAIA DAS GAIVOTAS,patrimonial
ES,SERRA,PRAIA DA BALEIA,patrimonial
ES,SERRA,CIDADE CONTINENTAL,patrimonial
ES,NOVA VENECIA,BEIRA RIO,patrimonial
ES,FUNDAO,TIMBUI,patrimonial
ES,VITORIA,AEROPORTO,patrimonial
ES,VITORIA,SANTO ANDRE,patrimonial
ES,VILA VELHA,JARDIM MARILANDIA,patrimonial
ES,GUACUI,BAIRRO_NAO_INFORMADO,patrimonial
ES,ITAPEMIRIM,SANTA MARIA DO FRADE,patrimonial
ES,MARILANDIA,CENTRO,patrimonial
ES,VIANA,JUCU,patrimonial
ES,SERRA,SERRA DOURADA III,patrimonial
ES,VILA VELHA,JABURUNA,patrimonial
ES,SERRA,MANGUINHOS,patrimonial
ES,COLATINA,BAIRRO_NAO_INFORMADO,patrimonial
ES,MUQUI,BAIRRO_NAO_INFORMADO,patrimonial
ES,SERRA,RESIDENCIAL JACARAIPE,patrimonial
ES,VITORIA,SAO JOSE,patrimonial
ES,LINHARES,CANIVETE,patrimonial
ES,VILA VELHA,ATAIDE,patrimonial
ES,SERRA,JARDIM TROPICAL,patrimonial
ES,IUNA,FERREIRA VALE,patrimonial
ES,SANTA TERESA,CENTRO,patrimonial
ES,VITORIA,VILA RUBIM,patrimonial
ES,VILA VELHA,CRISTOVAO COLOMBO,patrimonial
ES,CONCEICAO DA BARRA,GUAXINDIBA,patrimonial
ES,ARACRUZ,CENTRO,patrimonial
ES,AGUA DOCE DO NORTE,BAIRRO_NAO_INFORMADO,patrimonial
ES,SAO MATEUS,SAO PEDRO,patrimonial
ES,LINHARES,NOSSA SENHORA DA CONCEICAO,patrimonial
ES,ARACRUZ,VILA DO RIACHO,patrimonial
ES,RIO BANANAL,BARRA DA PRIMAVERA,patrimonial
ES,RIO BANANAL,SANTO ANTONIO,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO VILA GONCALVES,patrimonial
ES,VITORIA,JABOUR,patrimonial
ES,JOAO NEIVA,CRUBIXA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,CORREGO DOS MONOS,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,ARARIGUABA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA I,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BOA ESPERANCA,patrimonial
ES,VITORIA,RESISTENCIA,patrimonial
ES,SAO MATEUS,GURIRI,patrimonial
ES,SERRA,CARAPINA GRANDE,patrimonial
ES,VILA VELHA,DIVINO ESPIRITO SANTO,patrimonial
ES,SERRA,CASTELANDIA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,FE E RACA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BNH,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,MARBRASA,patrimonial
ES,LINHARES,CENTRO,patrimonial
ES,SANTA MARIA DE JETIBA,GARRAFAO,patrimonial
ES,ARACRUZ,VILA RICA,patrimonial
ES,JAGUARE,JIRAU,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,PARAISO,patrimonial
ES,VITORIA,CARATOIRA,patrimonial
ES,MARECHAL FLORIANO,VICTOR HUGO,patrimonial
ES,COLATINA,LACE,patrimonial
ES,ALTO RIO NOVO,ALTO RIO NOVO,patrimonial
ES,VITORIA,BENTO FERREIRA,patrimonial
ES,GUARAPARI,OLARIA,patrimonial
ES,GUARAPARI,AEROPORTO,patrimonial
ES,CARIACICA,GRAUNA,patrimonial
ES,SERRA,ANDRE CARLONI,patrimonial
ES,JOAO NEIVA,BAIRRO_NAO_INFORMADO,patrimonial
ES,SERRA,PRAIA DE CAPUBA,patrimonial
ES,VITORIA,REPUBLICA,patrimonial
ES,SAO JOSE DO CALCADO,CENTRO,patrimonial
ES,CARIACICA,VISTA MAR,patrimonial
ES,SANTA MARIA DE JETIBA,VILA JETIBA,patrimonial
ES,SERRA,SAO DIOGO II,patrimonial
ES,CARIACICA,SAO FRANCISCO,patrimonial
ES,MUNIZ FREIRE,CENTRO,patrimonial
ES,SERRA,ALTEROSAS,patrimonial
ES,NOVA VENECIA,BONFIM,patrimonial
ES,ITAGUACU,CENTRO,patrimonial
ES,VILA VELHA,ALECRIM,patrimonial
ES,LINHARES,ARACA,patrimonial
ES,SERRA,PORTAL DE JACARAIPE,patrimonial
ES,VITORIA,GURIGICA,patrimonial
ES,ITAPEMIRIM,BAIRRO_NAO_INFORMADO,patrimonial
ES,VILA VELHA,RESIDENCIAL JABAETE,patrimonial
ES,PIUMA,BAIRRO_NAO_INFORMADO,patrimonial
ES,COLATINA,AYRTON SENNA,patrimonial
ES,VITORIA,COMDUSA,patrimonial
ES,VILA VELHA,PAUL,patrimonial
ES,CARIACICA,JARDIM AMERICA,patrimonial
ES,VIANA,BAIRRO_NAO_INFORMADO,patrimonial
ES,COLATINA,CORREGO DO OURO I,patrimonial
ES,ITAPEMIRIM,ITAIPAVA,patrimonial
ES,VILA VELHA,NOVA ITAPARICA,patrimonial
ES,ITAPEMIRIM,CENTRO,patrimonial
ES,GUARAPARI,BELA VISTA,patrimonial
ES,VITORIA,REDENCAO,patrimonial
ES,GUARAPARI,IPIRANGA,patrimonial
ES,RIO BANANAL,BAIRRO_NAO_INFORMADO,patrimonial
ES,COLATINA,BELA VISTA,patrimonial
ES,VILA VELHA,JARDIM DO VALE,patrimonial
ES,VILA VELHA,GUARANHUNS,patrimonial
ES,COLATINA,RIVIERA,patrimonial
ES,VITORIA,JARDIM CAMBURI,patrimonial
ES,ARACRUZ,JEQUITIBA,patrimonial
ES,COLATINA,SANTA TEREZINHA,patrimonial
ES,NOVA VENECIA,MARGARETH,patrimonial
ES,ARACRUZ,ITAPUTERA,patrimonial
ES,LINHARES,BEBEDOURO,patrimonial
ES,VITORIA,GOIABEIRAS,patrimonial
ES,SAO MATEUS,SANTO ANTONIO,patrimonial
ES,VILA VALERIO,CENTRO,patrimonial
ES,PINHEIROS,BAIRRO_NAO_INFORMADO,patrimonial
ES,SERRA,PARQUE JACARAIPE,patrimonial
ES,DOMINGOS MARTINS,CENTRO,patrimonial
ES,COLATINA,SAO SILVANO,patrimonial
ES,GUARAPARI,SANTA ROSA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BELA VISTA,patrimonial
ES,CARIACICA,CARIACICA SEDE,patrimonial
ES,VILA PAVAO,TODOS OS ANJOS,patrimonial
ES,VIANA,NOVA BETHANIA,patrimonial
ES,SAO MATEUS,NOVO HORIZONTE,patrimonial
ES,VILA VELHA,RIO MARINHO,patrimonial
ES,LINHARES,NOVA BETANIA,patrimonial
ES,GUARAPARI,LAGOA FUNDA,patrimonial
ES,GUARAPARI,FATIMA CIDADE JARDIM,patrimonial
ES,VITORIA,JUCUTUQUARA,patrimonial
ES,CARIACICA,TUCUM,patrimonial
ES,ANCHIETA,CENTRO,patrimonial
ES,MUNIZ FREIRE,BAIRRO_NAO_INFORMADO,patrimonial
ES,CONCEICAO DA BARRA,CENTRO,patrimonial
ES,CASTELO,APARECIDA,patrimonial
ES,JERONIMO MONTEIRO,CAPIXABA,patrimonial
ES,VILA VELHA,VILA BATISTA,patrimonial
ES,GUARAPARI,KUBITSCHEK,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,AMARELO,patrimonial
ES,MARATAIZES,BELVEDERE,patrimonial
ES,CONCEICAO DA BARRA,NOSSA SENHORA DA CONCEICAO,patrimonial
ES,SERRA,SAO DIOGO I,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,patrimonial
ES,MARATAIZES,BAIRRO_NAO_INFORMADO,patrimonial
ES,JAGUARE,BAIRRO_NAO_INFORMADO,patrimonial
ES,VENDA NOVA DO IMIGRANTE,VILA BETANEA,patrimonial
ES,CACHOEIRO DE ITAPEMIRIM,BAIMINAS,patrimonial
ES,SERRA,SAO PATRICIO,patrimonial
ES,PANCAS,NILTON SA,patrimonial
ES,ATILIO VIVACQUA,NITEROI,patrimonial
ES,VILA VELHA,MORADA DA BARRA,patrimonial
ES,CARIACICA,VILA PALESTINA,patrimonial
ES,CARIACICA,CRUZEIRO DO SUL,patrimonial
ES,VILA VELHA,ILHA DOS BENTOS,patrimonial
ES,CARIACICA,VERA CRUZ,patrimonial
ES,GUACUI,CENTRO,patrimonial
ES,VITORIA,PRAIA DO SUA,patrimonial
ES,VITORIA,ILHA DAS CAIEIRAS,patrimonial
ES,VILA VELHA,SOTECO,patrimonial
ES,MANTENOPOLIS,CENTRO,patrimonial
ES,LINHARES,NOVA ESPERANCA,patrimonial
ES,VILA VELHA,PONTAL DAS GARCAS,patrimonial
ES,SOORETAMA,BAIRRO_NAO_INFORMADO,patrimonial
ES,ANCHIETA,SARAMPO,patrimonial
ES,SAO MATEUS,PEDRA DAGUA,patrimonial
ES,SERRA,MARIA NIOBE,patrimonial
ES,LINHARES,PALMITAL,patrimonial
ES,GUARAPARI,UNA,patrimonial
ES,ECOPORANGA,BENEDITA MONTEIRO,patrimonial
ES,LINHARES,LAGOA DO MEIO,patrimonial
ES,SAO GABRIEL DA PALHA,CENTRO,patrimonial
ES,JOAO NEIVA,SANTA LUZIA,patrimonial
ES,CARIACICA,MORADA DE SANTA FE,patrimonial
ES,VITORIA,ROMAO,patrimonial
ES,JAGUARE,SAO ROQUE,patrimonial
ES,VITORIA,ILHA DO BOI,patrimonial
ES,LINHARES,NOVO HORIZONTE,patrimonial
ES,VILA VELHA,ULISSES GUIMARAES,patrimonial
ES,SERRA,RESIDENCIAL VISTA DO MESTRE,patrimonial
ES,VIANA,UNIVERSAL,patrimonial
ES,ARACRUZ,JACUPEMBA,patrimonial
ES,SERRA,PRAIA DE CARAPEBUS,patrimonial
ES,VILA VELHA,SANTA MONICA POPULAR,patrimonial
ES,VITORIA,CONSOLACAO,patrimonial
ES,BARRA DE SAO FRANCISCO,BAIRRO VILA LUCIENE,patrimonial
ES,CARIACICA,DOM BOSCO,patrimonial
ES,CARIACICA,APARECIDA,patrimonial
ES,VILA VELHA,ZUMBI DOS PALMARES,patrimonial
ES,ALFREDO CHAVES,PARQUE RESIDENCIAL ALFREDO CHAVES,patrimonial
ES,MUNIZ FREIRE,SANTA BARBARA,patrimonial
ES,SERRA,ELDORADO,patrimonial
ES,CARIACICA,VILA ISABEL,patrimonial
ES,VITORIA,SANTA CECILIA,patrimonial
ES,VARGEM ALTA,BELEM,patrimonial
ES,VENDA NOVA DO IMIGRANTE,TAPERA,patrimonial
ES,GUARAPARI,CAMURUGI,patrimonial
ES,CASTELO,NOSSA SENHORA APARECIDA,patrimonial
