uf,municipio,bairro,categoria_macro
ES,SERRA,SAO GERALDO,violencia_social
ES,CARIACICA,SANTO ANTONIO,violencia_social
ES,VITORIA,SANTO ANTONIO,violencia_social
ES,COLATINA,AYRTON SENNA,violencia_social
ES,VARGEM ALTA,SUMIDOURO,violencia_social
ES,CARIACICA,ORIENTE,violencia_social
ES,VILA VELHA,COBI DE CIMA,violencia_social
ES,SERRA,VISTA DA SERRA II,violencia_social
ES,SAO MATEUS,CENTRO,violencia_social
ES,IBIRACU,ELIAS BRAGATO,violencia_social
ES,CARIACICA,NOVO BRASIL,violencia_social
ES,PIUMA,CENTRO,violencia_social
ES,NOVA VENECIA,BAIRRO_NAO_INFORMADO,violencia_social
ES,VILA VELHA,ILHA DOS AYRES,violencia_social
ES,CARIACICA,NOVA ROSA DA PENHA II,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,SANTO ANTONIO,violencia_social
ES,SERRA,RESIDENCIAL CENTRO DA SERRA,violencia_social
ES,SERRA,CIDADE POMAR,violencia_social
ES,GOVERNADOR LINDENBERG,NOVO BASIL,violencia_social
ES,SERRA,PRAIA DE CARAPEBUS,violencia_social
ES,ANCHIETA,JERUSALEM,violencia_social
ES,CARIACICA,CAMPINA GRANDE,violencia_social
ES,JAGUARE,NOVO TEMPO,violencia_social
ES,PEDRO CANARIO,CRISTAL DO NORTE,violencia_social
ES,BAIXO GUANDU,SAO PEDRO,violencia_social
ES,JAGUARE,BAIRRO_NAO_INFORMADO,violencia_social
ES,VITORIA,SANTO ANDRE,violencia_social
ES,MIMOSO DO SUL,BAIRRO_NAO_INFORMADO,violencia_social
ES,GUARAPARI,VILLAGE DO SOL,violencia_social
ES,BOA ESPERANCA,VILA FERNANDES,violencia_social
ES,GUARAPARI,MEAIPE,violencia_social
ES,VILA VELHA,CRISTOVAO COLOMBO,violencia_social
ES,CONCEICAO DO CASTELO,NICOLAU DE VARGAS E SILVA,violencia_social
ES,PIUMA,CEU AZUL,violencia_social
ES,CARIACICA,PORTO DE SANTANA,violencia_social
ES,VILA VELHA,ITAPOA,violencia_social
ES,VILA VELHA,SAO TORQUATO,violencia_social
ES,ALEGRE,CENTRO,violencia_social
ES,COLATINA,NOVO HORIZONTE,violencia_social
ES,ARACRUZ,POLIVALENTE,violencia_social
ES,GUARAPARI,BARRO BRANCO,violencia_social
ES,ECOPORANGA,DIVINO ESPIRITO SANTO,violencia_social
ES,IBATIBA,CENTRO,violencia_social
ES,GUACUI,CENTRO,violencia_social
ES,VILA VELHA,BRISAMAR,violencia_social
ES,SERRA,VISTA DA SERRA I,violencia_social
ES,CARIACICA,FLEXAL II,violencia_social
ES,BREJETUBA,BAIRRO_NAO_INFORMADO,violencia_social
ES,MONTANHA,CENTRO,violencia_social
ES,SAO GABRIEL DA PALHA,JOAO COLOMBI,violencia_social
ES,MUCURICI,AGUA BOA,violencia_social
ES,VILA VELHA,JOAO GOULART,violencia_social
ES,SERRA,NOVA ALMEIDA,violencia_social
ES,VILA VELHA,NORMILIA DA CUNHA,violencia_social
ES,BARRA DE SAO FRANCISCO,BAIRRO_NAO_INFORMADO,violencia_social
ES,VILA VELHA,ARACAS,violencia_social
ES,VILA VELHA,ULISSES GUIMARAES,violencia_social
ES,COLATINA,BENJAMIM CARLOS DOS SANTOS,violencia_social
ES,CARIACICA,NOVA ROSA DA PENHA,violencia_social
ES,AFONSO CLAUDIO,SAO FRANCISCO,violencia_social
ES,VITORIA,MARIO CYPRESTE,violencia_social
ES,SERRA,COSTA DOURADA,violencia_social
ES,ITAPEMIRIM,CAMPO ACIMA,violencia_social
ES,VITORIA,BAIRRO_NAO_INFORMADO,violencia_social
ES,SANTA MARIA DE JETIBA,BAIRRO_NAO_INFORMADO,violencia_social
ES,FUNDAO,CAMPESTRE,violencia_social
ES,ITAGUACU,SANTA FE,violencia_social
ES,ITAPEMIRIM,GOMES,violencia_social
ES,LINHARES,INTERLAGOS,violencia_social
ES,VILA VELHA,GLORIA,violencia_social
ES,COLATINA,BELA VISTA,violencia_social
ES,ITAPEMIRIM,GARRAFAO,violencia_social
ES,GUARAPARI,OLARIA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,violencia_social
ES,LINHARES,ARACA,violencia_social
ES,VITORIA,JARDIM DA PENHA,violencia_social
ES,VILA VALERIO,SANTA RITA,violencia_social
ES,VITORIA,GURIGICA,violencia_social
ES,CARIACICA,VASCO DA GAMA,violencia_social
ES,PONTO BELO,CENTRO,violencia_social
ES,PEDRO CANARIO,CAMATA,violencia_social
ES,SERRA,MORADA DE LARANJEIRAS,violencia_social
ES,JAGUARE,JIRAU,violencia_social
ES,VILA VELHA,SANTA RITA,violencia_social
ES,VILA VELHA,SOTECO,violencia_social
ES,CARIACICA,JARDIM DE ALAH,violencia_social
ES,BAIXO GUANDU,ROSARIO I,violencia_social
ES,SAO MATEUS,MORADA DO LAGO,violencia_social
ES,VILA VELHA,TERRA VERMELHA,violencia_social
ES,VILA VELHA,ATAIDE,violencia_social
ES,LINHARES,AVISO,violencia_social
ES,BAIXO GUANDU,VILA KENNEDY,violencia_social
ES,ARACRUZ,MAR AZUL,violencia_social
ES,VARGEM ALTA,CASTELINHO,violencia_social
ES,GUACUI,BAIRRO_NAO_INFORMADO,violencia_social
ES,CARIACICA,CAMPO GRANDE,violencia_social
ES,IBIRACU,PENDAGA,violencia_social
ES,PINHEIROS,SANTO ANTONIO,violencia_social
ES,LINHARES,RESIDENCIAL RIO DOCE,violencia_social
ES,AGUA DOCE DO NORTE,CORREGO DO CEDRO,violencia_social
ES,AFONSO CLAUDIO,CENTRO,violencia_social
ES,VILA VELHA,XURY,violencia_social
ES,SERRA,BAIRRO DAS LARANJEIRAS,violencia_social
ES,CARIACICA,BOA SORTE,violencia_social
ES,ECOPORANGA,VILA NOVA,violencia_social
ES,VILA VELHA,JABURUNA,violencia_social
ES,VILA VELHA,CENTRO,violencia_social
ES,VIANA,BOM PASTOR,violencia_social
ES,ECOPORANGA,CENTRO,violencia_social
ES,LINHARES,SAO RAFAEL,violencia_social
ES,CARIACICA,ITAQUARI,violencia_social
ES,JAGUARE,NOSSA SENHORA DE FATIMA,violencia_social
ES,MARATAIZES,BARRA DE ITAPEMIRIM,violencia_social
ES,PINHEIROS,PINHEIRINHO,violencia_social
ES,SERRA,RESIDENCIAL VISTA DO MESTRE,violencia_social
ES,SERRA,RESIDENCIAL JACARAIPE,violencia_social
ES,SERRA,CHACARA PARREIRAL,violencia_social
ES,BARRA DE SAO FRANCISCO,VILA LANDINHA,violencia_social
ES,BARRA DE SAO FRANCISCO,VILA VICENTE,violencia_social
ES,VILA VELHA,JARDIM MARILANDIA,violencia_social
ES,SERRA,SAO DOMINGOS,violencia_social
ES,VIANA,CANTO GRANDE,violencia_social
ES,ARACRUZ,NOVA ESPERANCA,violencia_social
ES,SOORETAMA,SAYONARA,violencia_social
ES,SAO MATEUS,CORREGO DA AREIA,violencia_social
ES,NOVA VENECIA,PERDIDO,violencia_social
ES,VIANA,CABRAL,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,CORONEL BORGES,violencia_social
ES,IRUPI,SANTA CRUZ,violencia_social
ES,CARIACICA,CASTELO BRANCO,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,VILAGE DA LUZ,violencia_social
ES,CARIACICA,VILA CAPIXABA,violencia_social
ES,MIMOSO DO SUL,PONTE DE ITABAPOANA,violencia_social
ES,ITAPEMIRIM,ITAOCA,violencia_social
ES,CONCEICAO DA BARRA,BRACO DO RIO,violencia_social
ES,SERRA,SERRA CENTRO,violencia_social
ES,VILA VELHA,VILA GARRIDO,violencia_social
ES,VILA VELHA,VALE ENCANTADO,violencia_social
ES,CARIACICA,JARDIM AMERICA,violencia_social
ES,PANCAS,BAIRRO_NAO_INFORMADO,violencia_social
ES,SERRA,JARDIM DA SERRA,violencia_social
ES,BOA ESPERANCA,VILA TAVARES,violencia_social
ES,LINHARES,BREJO GRANDE,violencia_social
ES,IUNA,QUILOMBO,violencia_social
ES,SERRA,FEU ROSA,violencia_social
ES,GUARAPARI,SAO GABRIEL,violencia_social
ES,PINHEIROS,SAO JOAO DO SOBRADO,violencia_social
ES,SERRA,JARDIM BELA VISTA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA APARECIDA,violencia_social
ES,BAIXO GUANDU,BAIRRO_NAO_INFORMADO,violencia_social
ES,ITAGUACU,CENTRO,violencia_social
ES,VILA VELHA,ALECRIM,violencia_social
ES,RIO BANANAL,CORREGO LACRIMAL,violencia_social
ES,VILA VELHA,PEDRA DOS BUZIOS,violencia_social
ES,DOMINGOS MARTINS,SOIDO,violencia_social
ES,CARIACICA,SOTELANDIA,violencia_social
ES,CARIACICA,PORTO DE CARIACICA,violencia_social
ES,SAO MATEUS,VILA NOVA,violencia_social
ES,ARACRUZ,SAO MARCOS,violencia_social
ES,SAO MATEUS,CARAPINA,violencia_social
ES,SERRA,PARQUE RESIDENCIAL TUBARAO,violencia_social
ES,ATILIO VIVACQUA,SAO PEDRO,violencia_social
ES,VILA VELHA,ZUMBI DOS PALMARES,violencia_social
ES,ARACRUZ,BARRA DO SAHY,violencia_social
ES,LINHARES,HUMAITA,violencia_social
ES,SERRA,ROSARIO DE FATIMA,violencia_social
ES,VILA VELHA,VINTE E TRES DE MAIO,violencia_social
ES,VILA VELHA,BARRA DO JUCU,violencia_social
ES,VIANA,ARLINDO ANGELO VILLASCHI,violencia_social
ES,CARIACICA,APARECIDA,violencia_social
ES,SAO MATEUS,AROEIRA,violencia_social
ES,LINHARES,REGENCIA,violencia_social
ES,COLATINA,SANTO ANTONIO,violencia_social
ES,GUARAPARI,PATURA,violencia_social
ES,CARIACICA,VILA PRUDENCIO,violencia_social
ES,CONCEICAO DO CASTELO,CENTRO,violencia_social
ES,VIANA,PEDRA MULATA,violencia_social
ES,SERRA,VILA NOVA DE COALRES,violencia_social
ES,VILA VELHA,DOM JOAO BATISTA,violencia_social
ES,VILA VELHA,COBILANDIA,violencia_social
ES,MONTANHA,LAJEDO,violencia_social
ES,CARIACICA,SAO FRANCISCO,violencia_social
ES,VILA VELHA,PRAIA DA COSTA,violencia_social
ES,CARIACICA,SANTO ANDRE,violencia_social
ES,SERRA,TAQUARA,violencia_social
ES,PANCAS,OPERARIO,violencia_social
ES,IRUPI,SANTA CLARA,violencia_social
ES,LINHARES,PLANALTO,violencia_social
ES,SERRA,RESIDENCIAL MESTRE ALVARO,violencia_social
ES,JAGUARE,SAO BRAS,violencia_social
ES,SANTA TERESA,CENTENARIO,violencia_social
ES,ALEGRE,VILA DO SUL,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,BNH,violencia_social
ES,VITORIA,ENSEADA DO SUA,violencia_social
ES,BAIXO GUANDU,SAPUCAIA,violencia_social
ES,VILA VELHA,RIVIERA DA BARRA,violencia_social
ES,SERRA,JACUHY,violencia_social
ES,AGUIA BRANCA,BAIRRO_NAO_INFORMADO,violencia_social
ES,AFONSO CLAUDIO,SAO VICENTE,violencia_social
ES,VIANA,VALE DO SOL,violencia_social
ES,CONCEICAO DA BARRA,BAIRRO_NAO_INFORMADO,violencia_social
ES,ITAPEMIRIM,ITAIPAVA,violencia_social
ES,CARIACICA,VILA CAJUEIRO,violencia_social
ES,PEDRO CANARIO,CENTRO,violencia_social
ES,CARIACICA,FLEXAL I,violencia_social
ES,COLATINA,VILA LENIRA,violencia_social
ES,NOVA VENECIA,BEIRA RIO,violencia_social
ES,CARIACICA,CARIACICA SEDE,violencia_social
ES,GUARAPARI,SAO JOSE,violencia_social
ES,GUARAPARI,VARZEA NOVA,violencia_social
ES,VILA VELHA,SAO CONRADO,violencia_social
ES,SERRA,NOVO HORIZONTE,violencia_social
ES,ITAPEMIRIM,LIMAO,violencia_social
ES,RIO BANANAL,BAIRRO_NAO_INFORMADO,violencia_social
ES,SAO MATEUS,NOVO HORIZONTE,violencia_social
ES,JAGUARE,SEAC,violencia_social
ES,SERRA,SERRA DOURADA II,violencia_social
ES,PEDRO CANARIO,BOA VISTA,violencia_social
ES,VITORIA,JESUS DE NAZARETH,violencia_social
ES,PEDRO CANARIO,EXPLANADA,violencia_social
ES,SERRA,PARQUE JACARAIPE,violencia_social
ES,VITORIA,ILHA DO PRINCIPE,violencia_social
ES,NOVA VENECIA,VILA BETANIA,violencia_social
ES,AGUIA BRANCA,CENTRO,violencia_social
ES,SERRA,NOVA CARAPINA I,violencia_social
ES,SERRA,CASTELANDIA,violencia_social
ES,VILA VELHA,SANTA PAULA I,violencia_social
ES,VITORIA,RESISTENCIA,violencia_social
ES,VIANA,CENTRO,violencia_social
ES,GUARAPARI,SANTA MONICA,violencia_social
ES,GUARAPARI,SANTA ROSA,violencia_social
ES,ARACRUZ,BARRA DO RIACHO,violencia_social
ES,PANCAS,MONTES CLAROS,violencia_social
ES,GOVERNADOR LINDENBERG,NOVO BRASIL,violencia_social
ES,VILA VELHA,BALNEARIO PONTA DA FRUTA,violencia_social
ES,VILA VALERIO,CORREGO LAMBARI,violencia_social
ES,SAO MATEUS,BARRA NOVA,violencia_social
ES,ALEGRE,MORRO DO QUEROSENE,violencia_social
ES,JOAO NEIVA,SANTO AFONSO,violencia_social
ES,GUARAPARI,JABARAI,violencia_social
ES,SERRA,PLANALTO SERRANO,violencia_social
ES,SERRA,CENTRO DA SERRA,violencia_social
ES,VILA VELHA,JABAETE,violencia_social
ES,SERRA,JARDIM LIMOEIRO,violencia_social
ES,SAO MATEUS,RESEDENCIAL PARQUE WASHIGTON,violencia_social
ES,SERRA,JARDIM CARAPINA,violencia_social
ES,PRESIDENTE KENNEDY,JAQUEIRA,violencia_social
ES,BREJETUBA,SAO JORGE,violencia_social
ES,JAGUARE,BOA VISTA,violencia_social
ES,SANTA LEOPOLDINA,CENTRO,violencia_social
ES,SAO GABRIEL DA PALHA,BOA VISTA,violencia_social
ES,CARIACICA,ITANGUA,violencia_social
ES,SAO JOSE DO CALCADO,BAIRRO_NAO_INFORMADO,violencia_social
ES,MONTANHA,TRINTA DE MAIO,violencia_social
ES,BAIXO GUANDU,SAO VICENTE,violencia_social
ES,VIANA,MORADA DE VILA BETHANIA,violencia_social
ES,VITORIA,GOIABEIRAS,violencia_social
ES,VILA VELHA,PRIMEIRO DE MAIO,violencia_social
ES,FUNDAO,BAIRRO_NAO_INFORMADO,violencia_social
ES,VIANA,CAMPO VERDE,violencia_social
ES,VILA VELHA,DIVINO ESPIRITO SANTO,violencia_social
ES,AGUIA BRANCA,CORREGO BOA VISTA DO ROCHEDO,violencia_social
ES,ARACRUZ,VILA DO RIACHO,violencia_social
ES,MUQUI,ALTO BOA ESPERANCA,violencia_social
ES,SANTA LEOPOLDINA,VILA NOVA,violencia_social
ES,SANTA TERESA,ALTO SANTO ANTONIO,violencia_social
ES,CARIACICA,CRUZEIRO DO SUL,violencia_social
ES,AFONSO CLAUDIO,SAO DOMINGOS DE BICABA,violencia_social
ES,VILA VALERIO,BOA VISTA,violencia_social
ES,SERRA,LAGOA DE CARAPEBUS,violencia_social
ES,NOVA VENECIA,RUBIA,violencia_social
ES,SERRA,CIDADE CONTINENTAL,violencia_social
ES,MUCURICI,ALTO BONITO,violencia_social
ES,ECOPORANGA,SANTA TEREZINHA,violencia_social
ES,VIANA,NOVA BETAHNIA,violencia_social
ES,CARIACICA,PORTO ENGENHO,violencia_social
ES,ALTO RIO NOVO,CORREGO AGUA LIMPA,violencia_social
ES,NOVA VENECIA,CENTRO,violencia_social
ES,MONTANHA,FUNDAO,violencia_social
ES,LINHARES,BAIRRO_NAO_INFORMADO,violencia_social
ES,CARIACICA,BUBU,violencia_social
ES,BARRA DE SAO FRANCISCO,CAMPO NOVO,violencia_social
ES,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,violencia_social
ES,VITORIA,REDENCAO,violencia_social
ES,NOVA VENECIA,SANTO ANTONI DO QUINZE,violencia_social
ES,IUNA,BAIRRO_NAO_INFORMADO,violencia_social
ES,CARIACICA,TUCUM,violencia_social
ES,SERRA,BAIRRO_NAO_INFORMADO,violencia_social
ES,GUARAPARI,BELA VISTA,violencia_social
ES,VIANA,AREINHA,violencia_social
ES,SAO MATEUS,SANTA MARIA,violencia_social
ES,CONCEICAO DO CASTELO,FORMOSA,violencia_social
ES,LINHARES,CENTRO,violencia_social
ES,SAO DOMINGOS DO NORTE,NITEROI,violencia_social
ES,CONCEICAO DO CASTELO,BOA ESPERANCA,violencia_social
ES,ITAPEMIRIM,CENTRO,violencia_social
ES,VILA VELHA,PONTAL DAS GARCAS,violencia_social
ES,ARACRUZ,CENTRO,violencia_social
ES,COLATINA,HONORIO FRAGA,violencia_social
ES,GUARAPARI,SETIBA,violencia_social
ES,GUARAPARI,COROADO,violencia_social
ES,SERRA,NOVA CARAPINA,violencia_social
ES,SAO MATEUS,FATIMA,violencia_social
ES,AFONSO CLAUDIO,PIRACEMA,violencia_social
ES,VILA VELHA,ILHA DA CONCEICAO,violencia_social
ES,CONCEICAO DA BARRA,FLORESTA,violencia_social
ES,VILA VELHA,SANTA CLARA,violencia_social
ES,COLATINA,SAO SILVANO,violencia_social
ES,SERRA,BICANGA,violencia_social
ES,IBIRACU,BELA VISTA,violencia_social
ES,CACHOEIRO DE ITAPEMIRIM,BURARAMA,violencia_social
ES,CARIACICA,GRAUNA,violencia_social
ES,GUARAPARI,PEROCAO,violencia_social
ES,SANTA MARIA DE JETIBA,SAO LUIS,violencia_social
ES,CARIACICA,ROSA DA PENHA,violencia_social
ES,MARILANDIA,BAIRRO_NAO_INFORMADO,violencia_social
ES,ANCHIETA,BAIRRO_NAO_INFORMADO,violencia_social
ES,JAGUARE,VARGEM GRANDE,violencia_social
ES,VILA VELHA,PRAIA DAS GAIVOTAS,violencia_social
ES,VENDA NOVA DO IMIGRANTE,BAIRRO_NAO_INFORMADO,violencia_social
ES,IBITIRAMA,BAIRRO_NAO_INFORMADO,violencia_social
ES,PINHEIROS,VILA NOVA,violencia_social
ES,VIANA,IPANEMA,violencia_social
ES,CARIACICA,SANTA LUZIA,violencia_social
ES,CONCEICAO DA BARRA,SAO JORGE,violencia_social
ES,VILA VELHA,BOA VISTA I,violencia_social
ES,MONTANHA,BAIRRO_NAO_INFORMADO,violencia_social
ES,IRUPI,BAIRRO_NAO_INFORMADO,violencia_social
ES,VARGEM ALTA,CENTRO,violencia_social
ES,BARRA DE SAO FRANCISCO,PAULISTA,violencia_social
ES,SAO MATEUS,NESTOR GOMES,violencia_social
ES,CARIACICA,BELA AURORA,violencia_social
ES,SAO GABRIEL DA PALHA,BAIRRO_NAO_INFORMADO,violencia_social
ES,CARIACICA,SANTA BARBARA,violencia_social
ES,MANTENOPOLIS,IPIRANGA,violencia_social
ES,SERRA,MARINGA,violencia_social
ES,SAO MATEUS,RESIDENCIAL COLINA,violencia_social
ES,AFONSO CLAUDIO,VISTA ALEGRE,violencia_social
ES,SAO ROQUE DO CANAA,SAGRADO,violencia_social
ES,VIANA,NOVA BETHANIA,violencia_social
ES,VILA VELHA,CAVALIERE,violencia_social
ES,SAO MATEUS,SEAC,violencia_social
ES,ARACRUZ,COQUEIRAL,violencia_social
ES,ITAPEMIRIM,ITAIPAVA,objetos
ES,CARIACICA,NOVO BRASIL,objetos
ES,ITAPEMIRIM,CENTRO,objetos
ES,VITORIA,SANTA LUCIA,objetos
ES,GUARAPARI,NOVA GUARAPARI,objetos
ES,SERRA,PARQUE JACARAIPE,objetos
ES,SERRA,PARQUE RESIDENCIAL LARANJEIRAS,objetos
ES,SERRA,CARAPINA,objetos
ES,PIUMA,CENTRO,objetos
ES,VILA VELHA,ALECRIM,objetos
ES,SERRA,PRAIA DA BALEIA,objetos
ES,SAO GABRIEL DA PALHA,BAIRRO_NAO_INFORMADO,objetos
ES,VILA VELHA,SANTOS DUMONT,objetos
ES,VILA VELHA,ITAPOA,objetos
ES,GOVERNADOR LINDENBERG,MORADA DO SOL,objetos
ES,SAO DOMINGOS DO NORTE,BAIRRO_NAO_INFORMADO,objetos
ES,CARIACICA,RIO MARINHO,objetos
ES,DOMINGOS MARTINS,USINA,objetos
ES,SERRA,MANGUINHOS,objetos
ES,CONCEICAO DA BARRA,CENTRO,objetos
ES,SAO ROQUE DO CANAA,CENTRO,objetos
ES,ALFREDO CHAVES,IMIGRANTE,objetos
ES,VITORIA,MARIA ORTIZ,objetos
ES,BARRA DE SAO FRANCISCO,JABUTICABA,objetos
ES,VILA VELHA,ARACAS,objetos
ES,CASTELO,GARAGE,objetos
ES,VILA VELHA,PRAIA DA COSTA,objetos
ES,ANCHIETA,BAIRRO_NAO_INFORMADO,objetos
ES,GUACUI,CENTRO,objetos
ES,ARACRUZ,BARRA DO SAHY,objetos
ES,PIUMA,JARDIM MAILY,objetos
ES,VILA VELHA,PRAIA DE ITAPARICA,objetos
ES,NOVA VENECIA,CEDROLANDIA,objetos
ES,GUARAPARI,SANTA MONICA,objetos
ES,SERRA,TAQUARA II,objetos
ES,PIUMA,PRAIA DE ACAIACA,objetos
ES,SERRA,CAMPINHO DA SERRA I,objetos
ES,VITORIA,SAO PEDRO,objetos
ES,VILA VELHA,ATAIDE,objetos
ES,SERRA,FEU ROSA,objetos
ES,SERRA,CASCATA,objetos
ES,VILA VELHA,DIVINO ESPIRITO SANTO,objetos
ES,IRUPI,BURRO FROUXO,objetos
ES,VILA VELHA,NOVA PONTA DA FRUTA,objetos
ES,VITORIA,JARDIM CAMBURI,objetos
ES,SAO MATEUS,GURIRI,objetos
ES,SERRA,CASTELANDIA,objetos
ES,VILA VELHA,ALVORADA,objetos
ES,VITORIA,JARDIM DA PENHA,objetos
ES,ALEGRE,MORRO DO QUEROSENE,objetos
ES,VITORIA,VILA RUBIM,objetos
ES,VILA VELHA,SANTA RITA,objetos
ES,SERRA,CENTRO DA SERRA,objetos
ES,GUARAPARI,PRAIA DO MORRO,objetos
ES,SAO MATEUS,BAIRRO_NAO_INFORMADO,objetos
ES,CACHOEIRO DE ITAPEMIRIM,PARAISO,objetos
ES,VILA VELHA,ILHA DAS FLORES,objetos
ES,LINHARES,RIO QUARTEL,objetos
ES,VILA VELHA,GLORIA,objetos
ES,CARIACICA,VILA INDEPENDENCIA,objetos
ES,SERRA,BALNEARIO DE CARAPEBUS,objetos
ES,COLATINA,SANTA MONICA,objetos
ES,GUARAPARI,CENTRO,objetos
ES,SERRA,PORTO CANOA,objetos
ES,CACHOEIRO DE ITAPEMIRIM,VILA RICA,objetos
ES,GUARAPARI,SAO JOAO,objetos
ES,VILA VELHA,CENTRO VILA VELHA,objetos
ES,SERRA,SAO MARCOS I,objetos
ES,GUARAPARI,MUQUICABA,objetos
ES,VILA VELHA,JABURUNA,objetos
ES,BOA ESPERANCA,BAIRRO_NAO_INFORMADO,objetos
ES,LINHARES,PONTAL DO IPIRANGA,objetos
ES,VILA VELHA,COCAL,objetos
ES,IUNA,CENTRO,objetos
ES,CONCEICAO DA BARRA,BAIRRO_NAO_INFORMADO,objetos
ES,VITORIA,SAO CRISTOVAO,objetos
ES,LINHARES,BAIRRO_NAO_INFORMADO,objetos
ES,CARIACICA,ITACIBA,objetos
ES,VILA VELHA,COQUEIRAL DE ITAPARICA,objetos
ES,GUARAPARI,LAGOA FUNDA,objetos
ES,VITORIA,CENTRO,objetos
ES,NOVA VENECIA,CENTRAL,objetos
ES,SERRA,JARDIM LIMOEIRO,objetos
ES,IBATIBA,CENTRO,objetos
ES,CARIACICA,FLEXAL II,objetos
ES,ARACRUZ,CENTRO,objetos
ES,VILA VELHA,SANTA MONICA,objetos
ES,SERRA,PLANALTO DE CARAPINA,objetos
ES,CARIACICA,NOVA ROSA DA PENHA,objetos
ES,GUARAPARI,JARDIM BOA VISTA,objetos
ES,CARIACICA,SAO JOAO BATISTA,objetos
ES,VILA VELHA,RESIDENCIAL COQUEIRAL,objetos
ES,VILA VELHA,SOTECO,objetos
ES,CACHOEIRO DE ITAPEMIRIM,LUIZ TINOCO FONSECA,objetos
ES,VITORIA,BENTO FERREIRA,objetos
ES,SERRA,CIVIT II,objetos
ES,CARIACICA,BANDEIRANTES,objetos
ES,VITORIA,ENSEADA DO SUA,objetos
ES,VILA VELHA,COBILANDIA,objetos
ES,CARIACICA,MUCURI,objetos
ES,CARIACICA,VILA MERLO,objetos
ES,CARIACICA,ALTO DA BOA VISTA,objetos
ES,VILA VELHA,NOVA ITAPARICA,objetos
ES,PEDRO CANARIO,CENTRO,objetos
ES,SERRA,NOVO HORIZONTE,objetos
ES,CARIACICA,ALTO LAGE,objetos
ES,SAO MATEUS,LITORANEO,objetos
ES,CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,objetos
ES,SAO MATEUS,FATIMA,objetos
ES,LINHARES,CENTRO,objetos
ES,COLATINA,OPERARIO,objetos
ES,CARIACICA,CAMPO BELO,objetos
ES,CARIACICA,CRUZEIRO DO SUL,objetos
ES,SERRA,JARDIM ATLANTICO,objetos
ES,CARIACICA,SANTA CECILIA,objetos
ES,SERRA,BAIRRO_NAO_INFORMADO,objetos
ES,CARIACICA,JARDIM BOTANICO,objetos
ES,CARIACICA,ITANGUA,objetos
ES,IUNA,VILA NOVA,objetos
ES,VITORIA,JUCUTUQUARA,objetos
ES,LINHARES,TRES BARRAS,objetos
ES,CARIACICA,JARDIM AMERICA,objetos
ES,CARIACICA,PARQUE GRAMADO,objetos
ES,VIANA,CENTRO,objetos
ES,GUARAPARI,PORTO GRANDE,objetos
ES,SERRA,BAIRRO DAS LARANJEIRAS,objetos
ES,SERRA,PARQUE SANTA FE,objetos
ES,CARIACICA,APARECIDA,objetos
ES,SERRA,CENTRAL CARAPINA,objetos
ES,GUARAPARI,PORTAL CLUB,objetos
ES,VILA VELHA,SAO TORQUATO,objetos
ES,LINHARES,CANIVETE,objetos
ES,GUARAPARI,IGUAPE,objetos
ES,SERRA,PORTAL DE JACARAIPE,objetos
ES,COLATINA,MARIA ISMENIA,objetos
ES,CARIACICA,SANTA BARBARA,objetos
ES,VITORIA,CONSOLACAO,objetos
ES,SAO GABRIEL DA PALHA,GLORIA,objetos
ES,CARIACICA,MORADA DE SANTA FE,objetos
ES,CARIACICA,GRAUNA,objetos
ES,CARIACICA,DOM BOSCO,objetos
ES,VITORIA,ILHA DE SANTA MARIA,objetos
ES,RIO NOVO DO SUL,CENTRO,objetos
ES,SAO MATEUS,SANTO ANTONIO,objetos
ES,SERRA,JARDIM CARAPINA,objetos
ES,SERRA,SAO DIOGO II,objetos
ES,VITORIA,PRAIA DO CANTO,objetos
ES,CARIACICA,MARACANA,objetos
ES,CARIACICA,CASTELO BRANCO,objetos
ES,VILA VELHA,MORADA DA BARRA,objetos
ES,CACHOEIRO DE ITAPEMIRIM,CAICARA,objetos
ES,VILA VELHA,SANTA INES,objetos
ES,VITORIA,PRAIA DO SUA,objetos
ES,ICONHA,JARDIM JANDYRA,objetos
ES,VILA VELHA,NOVO MEXICO,objetos
ES,SERRA,LAGOA DE JACARAIPE,objetos
ES,VILA VALERIO,BOA VISTA,objetos
ES,VILA VELHA,IBES,objetos
ES,LINHARES,AVISO,objetos
ES,LINHARES,NOVA ESPERANCA,objetos
ES,VENDA NOVA DO IMIGRANTE,VILA BETANEA,objetos
ES,VILA VELHA,CRISTOVAO COLOMBO,objetos
ES,VITORIA,NOVA PALESTINA,objetos
ES,DOMINGOS MARTINS,ALTO RIO PONTES,objetos
ES,SAO GABRIEL DA PALHA,SAO JOSE,objetos
ES,ALEGRE,CENTRO,objetos
ES,MARATAIZES,BAIRRO_NAO_INFORMADO,objetos
ES,VIANA,VILA BETHANIA,objetos
ES,SERRA,JARDIM TROPICAL,objetos
ES,VITORIA,RESISTENCIA,objetos
