_id,Nº OCORRENCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,IDADE,GENERO,COR,MUNICIPIO,BAIRRO,LOGRADOURO,TIPO LOCAL
481,58845226,2025-12-08T00:00:00,15:55,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Negra,ARACRUZ,VILA DO RIACHO,RUA PEDRO ARAUJO LEAL,Via Pública
482,58878549,2025-08-15T00:00:00,09:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,AFONSO CLAUDIO,SAO VICENTE,RUA FELICIO PEREIRA DE SOUZA,Domicílio
483,58881193,2025-08-16T00:00:00,18:55,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,60,1 - Masculino,Parda,MUQUI,ALTO BOA ESPERANCA,RUA MANOEL MONTEIRO LOBATO,Via Pública
484,58880834,2025-08-16T00:00:00,18:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Parda,SANTA LEOPOLDINA,VILA NOVA,RUA ADALBERTO FACCO,Domicílio
485,58883771,2025-08-17T00:00:00,00:24,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Parda,CARIACICA,ITAQUARI,AV FLORIANO VAREJAO,Via Pública
486,58896697,2025-08-18T00:00:00,15:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Parda,SANTA TERESA,ALTO SANTO ANTONIO,RUA NÃO CADASTRADA,Via Pública
487,58915266,2025-08-20T00:00:00,19:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Negra,CARIACICA,CRUZEIRO DO SUL,RUA NÃO CADASTRADA,Terminal Rodoviário
488,58909776,2025-08-20T00:00:00,08:46,CRIMES CONTRA A PESSOA,Feminicídio,ES,24,2 - Feminino,Parda,PEDRO CANARIO,CAMATA,RUA PORTO AZUL,Domicílio
489,58917671,2025-08-21T00:00:00,07:55,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,53,1 - Masculino,Negra,AFONSO CLAUDIO,SAO DOMINGOS DE BICABA,ESTRADA DE SAO DOMINGOS,Via Pública
490,58934448,2025-08-22T00:00:00,22:41,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,28,1 - Masculino,Parda,SERRA,BALNEARIO DE CARAPEBUS,RUA DAS ACACIAS,Via Pública
491,58934279,2025-08-22T00:00:00,22:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,SAO MATEUS,VITORIA,RUA SATURNO,Via Pública
492,58933199,2025-08-22T00:00:00,20:14,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Branca,SERRA,RESIDENCIAL JACARAIPE,RUA NELSON MONTEIRO,Via Pública
493,58932447,2025-08-22T00:00:00,18:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Branca,VILA VALERIO,BOA VISTA,RUA INDUSTRIAL,Domicílio
494,58930088,2025-08-22T00:00:00,14:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,SERRA,LAGOA DE CARAPEBUS,RUA BEIJA FLOR,Via Pública
495,58940539,2025-08-23T00:00:00,16:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,VILA VELHA,COBILANDIA,AV JOAO FRANCISCO GONCALVES,Via Pública
496,58932820,2025-08-23T00:00:00,14:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Parda,NOVA VENECIA,RUBIA,RUA CANAVIEIRAS,Via Pública
497,58936147,2025-08-23T00:00:00,04:03,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,CARIACICA,CASTELO BRANCO,RUA NOVA CINTRA,Via Pública
498,58950273,2025-08-24T00:00:00,18:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,6,2 - Feminino,Parda,SERRA,CIDADE CONTINENTAL,x,Via Pública
499,58945412,2025-08-24T00:00:00,03:49,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,MUCURICI,ALTO BONITO,RUA SAO PEDRO,Via Pública
500,58961164,2025-08-25T00:00:00,19:46,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,2 - Feminino,Parda,CARIACICA,NOVO BRASIL,x,Domicílio
501,58954426,2025-08-25T00:00:00,08:05,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Negra,ECOPORANGA,SANTA TEREZINHA,RUA PRINCIPAL,Estabelecimento de Saúde
502,58971687,2025-08-26T00:00:00,22:38,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Branca,VIANA,NOVA BETAHNIA,AV VESUVIO,Via Pública
503,58965842,2025-08-26T00:00:00,11:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,SERRA,CENTRAL CARAPINA,RUA NÃO CADASTRADA,Via Pública
504,58965512,2025-08-26T00:00:00,10:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Branca,VILA VELHA,SAO TORQUATO,RUA CRESCENCIO LIRIO,Via Pública
505,58977877,2025-08-27T00:00:00,16:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Parda,VITORIA,ILHA DO PRINCIPE,RUA ANTONIO MUNIZ,Via Pública
506,58972756,2025-08-27T00:00:00,06:14,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,CARIACICA,PORTO ENGENHO,ROD GOV MARIO COVAS,Via Pública
507,58987837,2025-08-28T00:00:00,17:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,48,2 - Feminino,Parda,ALTO RIO NOVO,CORREGO AGUA LIMPA,RUA NÃO CADASTRADA,Via Pública
508,58987837,2025-08-28T00:00:00,17:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Parda,ALTO RIO NOVO,CORREGO AGUA LIMPA,X,Via Pública
509,58983690,2025-08-28T00:00:00,10:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES, ,1 - Masculino,Parda,SERRA,VILA NOVA DE COLARES,RUA ALFREDO GALENO,Terreno Baldio / Construção / Mata
510,58998238,2025-08-29T00:00:00,19:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Parda,VILA VELHA,JABURUNA,AV VISTA LINDA,Via Pública
511,58990703,2025-08-29T00:00:00,00:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,53,1 - Masculino,Parda,NOVA VENECIA,CENTRO,RUA RIACHO,Via Pública
512,59009034,2025-08-30T00:00:00,23:26,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Negra,MONTANHA,FUNDAO,RUA SANTA LEOPOLDINA,Domicílio
513,59015542,2025-08-31T00:00:00,20:50,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,57,1 - Masculino,Parda,LINHARES,AVISO,RUA SERGIPE,Via Pública
514,59011441,2025-08-31T00:00:00,10:59,CRIMES CONTRA A PESSOA,Feminicídio,ES,20,2 - Feminino,Branca,COLATINA,QUINZE DE OUTUBRO,X,Via Pública
515,59016897,2025-01-09T00:00:00,00:36,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,SERRA,NOVA CARAPINA I,AV BELO HORIZONTE,Domicílio
516,59051130,2025-04-09T00:00:00,20:40,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Negra,CARIACICA,NOVA ROSA DA PENHA,RUA VINTE E QUATRO,Domicílio
517,59070152,2025-06-09T00:00:00,22:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,46,1 - Masculino,Parda,LINHARES,ZONA RURAL,ROD ES 245,Via Pública
518,59063136,2025-06-09T00:00:00,07:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,50,1 - Masculino,Amarela,PIUMA,CEU AZUL,RUA PRINCIPAL,Via Pública
519,59062335,2025-06-09T00:00:00,02:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Parda,SERRA,VILA NOVA DE COLARES,AV PRESIDENTE MEDICE,Domicílio
520,59078172,2025-07-09T00:00:00,20:39,CRIMES CONTRA A PESSOA,Feminicídio,ES,43,2 - Feminino,Parda,CARIACICA,BUBU,RUA SAO LUIZ,Domicílio
521,59078095,2025-07-09T00:00:00,20:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Branca,BARRA DE SAO FRANCISCO,CAMPO NOVO,RUA FILOMENA DOS ANJOS,Via Pública
522,59072126,2025-07-09T00:00:00,04:08,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Branca,SERRA,SERRA DOURADA II,RUA RODRIGUES TAVARES,Via Pública
523,59071607,2025-07-09T00:00:00,01:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Branca,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,AV FRANCISCO RONDELLI,Estabelecimento Comercial
524,59071213,2025-07-09T00:00:00,00:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,VITORIA,REDENCAO,RUA PASTOR DANIEL FELIPE,Via Pública
525,59085078,2025-08-09T00:00:00,21:26,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,NOVA VENECIA,SANTO ANTONI DO QUINZE,NA ESTRADA DE PATRIMONIO DO XV,Via Pública
526,59084779,2025-08-09T00:00:00,20:35,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,48,1 - Masculino,Negra,IUNA,ZONA RURAL,RUA NÃO CADASTRADA,Domicílio
527,59080920,2025-08-09T00:00:00,12:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,CARIACICA,TUCUM,AV FLORENTINO AVIDOS,Via Pública
528,59080920,2025-08-09T00:00:00,12:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,2 - Feminino,Parda,CARIACICA,TUCUM,AV FLORENTINO AVIDOS,Via Pública
529,59080332,2025-08-09T00:00:00,09:18,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,CARIACICA,CARIACICA SEDE,RUA SANTA CATARINA,Via Pública
530,59080127,2025-08-09T00:00:00,08:25,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,RIO BANANAL,ZONA RURAL,ROD ES 245,Via Pública
531,59089990,2025-09-09T00:00:00,13:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Parda,SERRA,ZONA RURAL,AV AUDIFAX BARCELOS,Terreno Baldio / Construção / Mata
532,59104253,2025-10-09T00:00:00,22:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,GUARAPARI,BELA VISTA,RUA JARDIM DO EDEM,Via Pública
533,59113713,2025-11-09T00:00:00,22:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,30,1 - Masculino,Parda,SERRA,BALNEARIO DE CARAPEBUS,RUA DA ACACIA,Via Pública
534,59110747,2025-11-09T00:00:00,16:38,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Negra,VIANA,AREINHA,AV GUARAPARI,Via Pública
535,59116633,2025-12-09T00:00:00,10:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,SAO MATEUS,SANTA MARIA,RUA DO CAMPO,Via Pública
536,59115509,2025-12-09T00:00:00,08:00,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Parda,CONCEICAO DO CASTELO,FORMOSA,ESTRADA FORMOSA,Via Pública
537,59129268,2025-09-13T00:00:00,16:49,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,LINHARES,CENTRO,AV GOVERNADOR LINDEMBERG,Via Pública
538,59128524,2025-09-13T00:00:00,15:07,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SAO MATEUS,MORADA DO LAGO,AV SAO JOAO,Via Pública
539,59127994,2025-09-13T00:00:00,13:50,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Parda,SAO MATEUS,MORADA DO LAGO,RUA SAO MARCOS,Via Pública
540,59124596,2025-09-13T00:00:00,02:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,54,1 - Masculino,Negra,SAO DOMINGOS DO NORTE,NITEROI,RUA NÃO CADASTRADA,Via Pública
541,59139723,2025-09-14T00:00:00,20:35,CRIMES CONTRA A PESSOA,Feminicídio,ES,33,2 - Feminino,Negra,CONCEICAO DO CASTELO,BOA ESPERANÇA,X,Domicílio
542,59139666,2025-09-14T00:00:00,20:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,44,1 - Masculino,Branca,VILA VELHA,VALE ENCANTADO,RUA NÃO CADASTRADA,Via Pública
543,59138687,2025-09-14T00:00:00,18:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,ARACRUZ,SEGATO,RUA TEREZA ZANCHETTA,Via Pública
544,59136792,2025-09-14T00:00:00,14:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Parda,ITAPEMIRIM,CENTRO,RUA NÃO CADASTRADA,Via Pública
545,59133368,2025-09-14T00:00:00,03:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Parda,SERRA,CIDADE POMAR,RUA LARANJEIRAS,Via Pública
546,59133368,2025-09-14T00:00:00,03:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Negra,SERRA,CIDADE POMAR,RUA PARAJU,Via Pública
547,59158004,2025-09-16T00:00:00,19:15,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,VILA VELHA,RIO MARINHO,RUA PIABINHA,Via Pública
548,59151364,2025-09-16T00:00:00,06:12,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,38,1 - Masculino,Parda,VILA VELHA,PONTAL DAS GARCAS,EST DO DIQUE,Via Pública
549,59165768,2025-09-17T00:00:00,16:51,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Parda,ARACRUZ,CENTRO,RUA PADRE LUIZ PARENZI,Praça / Parques / Área Pública
550,59165682,2025-09-17T00:00:00,16:42,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,28,1 - Masculino,Parda,CARIACICA,SANTO ANDRE,RUA CAMPINAS,Via Pública
551,59129430,2025-09-18T00:00:00,17:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,COLATINA,HONORIO FRAGA,RUA THEODORO FRAGA,Via Pública
552,59174947,2025-09-18T00:00:00,16:35,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,1 - Masculino,Negra,SERRA,RESIDENCIAL VISTA DO MESTRE,RUA ALBERTO BARBOSA,Terreno Baldio / Construção / Mata
553,59172867,2025-09-18T00:00:00,13:05,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,73,1 - Masculino,Branca,GUARAPARI,SETIBA,RUA OCARLINA LOPES PEREIRA,Domicílio
554,59186782,2025-09-19T00:00:00,18:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,GUARAPARI,COROADO,AV ELIZIARIO LOURENCO DIAS,Via Pública
555,59179704,2025-09-19T00:00:00,05:20,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,1 - Masculino,Negra,LINHARES,SANTA CRUZ,AV ABIGAIL FERREIRA LIMA,Via Pública
556,59179014,2025-09-19T00:00:00,00:58,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,SERRA,NOVA CARAPINA,AV BELO HORIZONTE,Via Pública
557,59196102,2025-09-20T00:00:00,19:12,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,SAO MATEUS,FATIMA,RUA JOSE DAHER,Via Pública
558,59194507,2025-09-20T00:00:00,15:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Branca,AFONSO CLAUDIO,PIRACEMA,RUA NÃO CADASTRADA,Via Pública
559,59190174,2025-09-20T00:00:00,02:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,57,1 - Masculino,Branca,LINHARES,SANTA CRUZ,ROD BR 101,Estabelecimento Comercial
560,59204083,2025-09-21T00:00:00,17:30,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,56,1 - Masculino,Parda,VILA VELHA,ILHA DA CONCEICAO,EST CAPUABA,Via Pública
561,59216312,2025-09-22T00:00:00,22:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,CONCEICAO DA BARRA,FLORESTA,AV ANISIO DA CUNHA,Via Pública
562,59229204,2025-09-24T00:00:00,13:25,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Negra,GUARAPARI,ADALBERTO SIMAO NADER,RUA OSCAR,Terreno Baldio / Construção / Mata
563,59226159,2025-09-24T00:00:00,06:34,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,SAO MATEUS,SANTA MARIA,RUA PROJETADA,Domicílio
564,59242041,2025-09-25T00:00:00,22:32,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,VILA VELHA,VALE ENCANTADO,AV SAO GABRIEL DA PALHA,Via Pública
565,59246387,2025-09-26T00:00:00,15:42,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Parda,VILA VELHA,SANTA CLARA,RUA ALICE NUNES KULL,Via Pública
566,59245937,2025-09-26T00:00:00,14:57,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,46,1 - Masculino,Parda,COLATINA,SAO SILVANO,ROD DO CAFE,Via Pública
567,59250788,2025-09-27T00:00:00,01:23,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,37,1 - Masculino,Parda,SERRA,BICANGA,AV MERIDIONAL,Via Pública
568,59263703,2025-09-28T00:00:00,15:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,15,1 - Masculino,Parda,IBIRACU,BELA VISTA,RUA RAIMUNDO ALGOSTINI LOCATELLI,Via Pública
569,59263450,2025-09-28T00:00:00,15:05,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,35,1 - Masculino,Branca,CACHOEIRO DE ITAPEMIRIM,BURARAMA,RUA NÃO CADASTRADA,Outros Locais
570,59262059,2025-09-28T00:00:00,11:37,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,16,1 - Masculino,Parda,LINHARES,AVISO,RUA NÃO CADASTRADA,Via Pública
571,59259948,2025-09-28T00:00:00,02:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,40,1 - Masculino,Parda,ARACRUZ,CUPIDO,AV GERALDO MATIAS,Via Pública
572,59271701,2025-09-29T00:00:00,14:19,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SERRA,PARQUE JACARAIPE,AV NOSSA SENHORA DOS NAVEGANTES,Ponte / Viaduto
573,59267636,2025-09-29T00:00:00,04:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,SERRA,BALNEARIO DE CARAPEBUS,RUA NÃO CADASTRADA,Domicílio
574,59267636,2025-09-29T00:00:00,04:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,17,1 - Masculino,Parda,SERRA,BALNEARIO DE CARAPEBUS,RUA NÃO CADASTRADA,Domicílio
575,59283617,2025-01-10T00:00:00,11:27,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,31,1 - Masculino,Parda,VILA VELHA,ALECRIM,RUA REPUBLICA,Via Pública
576,59280141,2025-01-10T00:00:00,00:51,CRIMES CONTRA A PESSOA,Feminicídio,ES,29,2 - Feminino,Parda,RIO BANANAL,ZONA RURAL,x,Domicílio
577,59297308,2025-02-10T00:00:00,20:48,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,CARIACICA,GRAUNA,RUA PRIMEIRO DE MAIO,Praça / Parques / Área Pública
578,59297184,2025-02-10T00:00:00,20:29,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,19,1 - Masculino,Parda,LINHARES,AVISO,AV MIGUEL TEIXEIRA DE SA,Via Pública
579,59299221,2025-03-10T00:00:00,05:13,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Parda,VIANA,MORADA DE VILA BETHANIA,RUA NÃO CADASTRADA,Terreno Baldio / Construção / Mata
580,59299108,2025-03-10T00:00:00,04:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,28,1 - Masculino,Parda,VILA VELHA,JARDIM MARILANDIA,RUA GRANDE VITORIA,Estabelecimento Comercial
581,59316265,2025-04-10T00:00:00,22:01,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Negra,LINHARES,SANTA CRUZ,AV ADEMAR LUIZ PIANA,Estabelecimento Comercial
582,59315321,2025-04-10T00:00:00,20:09,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,36,1 - Masculino,Parda,GUARAPARI,PEROCAO,RUA ENGENHEIRO MOREIRA CALDAS,Via Pública
583,59315069,2025-04-10T00:00:00,19:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Branca,SANTA MARIA DE JETIBA,SAO LUIS,RUA HENRIQUE JOAO JULIO KUSTER,Via Pública
584,59312981,2025-04-10T00:00:00,15:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Parda,ARACRUZ,VILA DO RIACHO,RUA PEDRI ARAUJO LEAL,Via Pública
585,59308972,2025-04-10T00:00:00,06:26,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,23,1 - Masculino,Parda,CARIACICA,PORTO BELO,ROD BR 101,Terreno Baldio / Construção / Mata
586,59323370,2025-05-10T00:00:00,18:26,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,48,1 - Masculino,Branca,SERRA,SERRA DOURADA II,AV GOIANIA,Via Pública
587,59318320,2025-05-10T00:00:00,05:41,CRIMES CONTRA A PESSOA,Feminicídio,ES,20,2 - Feminino,Parda,CARIACICA,ROSA DA PENHA,RUA DOM PEDRO II,Domicílio
588,59299108,2025-05-10T00:00:00,04:04,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Parda,VILA VELHA,JARDIM MARILANDIA,RUA GRANDE VITORIA,Via Pública
589,59326131,2025-06-10T00:00:00,03:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,24,1 - Masculino,Parda,MARILANDIA,ZONA RURAL,RUA NÃO CADASTRADA,Via Pública
590,59342075,2025-07-10T00:00:00,18:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,26,1 - Masculino,Parda,ANCHIETA,ZONA RURAL,RUA NÃO CADASTRADA,Domicílio
591,59352457,2025-08-10T00:00:00,21:44,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,39,1 - Masculino,Parda,JAGUARE,VARGEM GRANDE,RUA NÃO CADASTRADA,Domicílio
592,59344900,2025-08-10T00:00:00,06:11,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,47,1 - Masculino,Parda,VILA VELHA,PRAIA DAS GAIVOTAS,RUA SILVIA DE OLVIEIRA SIMOES,Praça / Parques / Área Pública
593,59369220,2025-10-10T00:00:00,19:52,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,34,1 - Masculino,Branca,VENDA NOVA DO IMIGRANTE,ZONA RURAL,RUA TRANSVERSAL,Via Pública
594,59365224,2025-10-10T00:00:00,12:16,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,49,1 - Masculino,Branca,IBITIRAMA,ZONA RURAL,X,Via Pública
595,59363462,2025-10-10T00:00:00,08:48,CRIMES CONTRA A PESSOA,Feminicídio,ES,80,2 - Feminino,Branca,GUARAPARI,SANTA MONICA,RUA ANTONIO FERREIRA DE ARAUJO,Domicílio
596,59343817,2025-10-10T00:00:00,03:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,29,1 - Masculino,Parda,VILA VELHA,RESIDENCIAL JABAETE,RUA NÃO CADASTRADA,Via Pública
597,59380053,2025-11-10T00:00:00,23:31,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,21,1 - Masculino,Parda,PINHEIROS,VILA NOVA,RUA CARLOS CASTRO,Via Pública
598,59379176,2025-11-10T00:00:00,21:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,VIANA,IPANEMA,RUA DIAMANTINA,Via Pública
599,59372462,2025-11-10T00:00:00,07:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,27,1 - Masculino,Parda,CARIACICA,SANTA LUZIA,RUA NÃO CADASTRADA,Via Pública
600,59370116,2025-11-10T00:00:00,00:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Negra,CONCEICAO DA BARRA,SAO JORGE,RUA ERIVALDO BARBOSA,Domicílio
601,59386766,2025-12-10T00:00:00,19:02,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Parda,COLATINA,AYRTON SENNA,RUA JOSE PAIVA,Via Pública
602,59382765,2025-12-10T00:00:00,10:43,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,33,1 - Masculino,Parda,VILA VELHA,BOA VISTA I,RUA JOSE DE ALENCAR,Via Pública
603,59380980,2025-12-10T00:00:00,02:39,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,20,1 - Masculino,Parda,MONTANHA,ZONA RURAL,ROD EDSON ANTONIO TEIXEIRA REZENDE,Via Pública
604,59380690,2025-12-10T00:00:00,01:22,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,32,1 - Masculino,Branca,IRUPI,ZONA RURAL,RUA NÃO CADASTRADA,Domicílio
605,59380663,2025-12-10T00:00:00,00:56,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,22,1 - Masculino,Parda,VILA VELHA,SANTA RITA,RUA SANTO ANDRE,Praça / Parques / Área Pública
606,59380330,2025-12-10T00:00:00,00:01,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,42,1 - Masculino,Prejudicado,VARGEM ALTA,CENTRO,RUA ANTONIO JOSE COELHO,Via Pública
607,59393031,2025-10-13T00:00:00,12:28,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,48,1 - Masculino,Parda,LINHARES,ZONA RURAL,ROD ES 440,Domicílio
608,59402869,2025-10-14T00:00:00,13:55,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,25,1 - Masculino,Parda,SAO MATEUS,VITORIA,RUA GALAXIA,Domicílio
609,59407946,2025-10-15T00:00:00,02:33,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,43,1 - Masculino,Parda,VILA VELHA,JARDIM MARILANDIA,RUA ARARE,Domicílio
610,59406175,2025-10-15T00:00:00,19:53,CRIMES CONTRA A PESSOA,Homicídio Doloso,ES,41,1 - Masculino,Parda,LINHARES,CENTRO,ROD BR 101,Via Pública
